Orthogroup	Mcap.protein	Pocillopora_acuta_protein
OG0039580	augustus.g43283.t1	
OG0039581	augustus.g43286.t1	
OG0039582	augustus.g43287.t1	
OG0039583	augustus.g43288.t1	
OG0039584	augustus.g4329.t1	
OG0039585	augustus.g43290.t1	
OG0039586	augustus.g43303.t1	
OG0039587	augustus.g43304.t1	
OG0039588	augustus.g43307.t1	
OG0039589	augustus.g43308.t1	
OG0039590	augustus.g43315.t1	
OG0039591	augustus.g43317.t1	
OG0039592	augustus.g43323.t1	
OG0039593	augustus.g43341.t1	
OG0039594	augustus.g43343.t1	
OG0039595	augustus.g43345.t1	
OG0039596	augustus.g43346.t1	
OG0039597	augustus.g43347.t1	
OG0039598	augustus.g43350.t1	
OG0039599	augustus.g43351.t1	
OG0039600	augustus.g43352.t1	
OG0039601	augustus.g43353.t1	
OG0039602	augustus.g43357.t1	
OG0039603	augustus.g43358.t1	
OG0039604	augustus.g43359.t1	
OG0039605	augustus.g43360.t1	
OG0039606	augustus.g43363.t1	
OG0039607	augustus.g43365.t1	
OG0039608	augustus.g43366.t1	
OG0039609	augustus.g43369.t1	
OG0039610	augustus.g4337.t1	
OG0039611	augustus.g43372.t1	
OG0039612	augustus.g43375.t1	
OG0039613	augustus.g43376.t1	
OG0039614	augustus.g43383.t1	
OG0039615	augustus.g43387.t1	
OG0039616	augustus.g43388.t1	
OG0039617	augustus.g43389.t1	
OG0039618	augustus.g4339.t1	
OG0039619	augustus.g43391.t1	
OG0039620	augustus.g43401.t1	
OG0039621	augustus.g43404.t1	
OG0039622	augustus.g43409.t1	
OG0039623	augustus.g43419.t1	
OG0039624	augustus.g43422.t1	
OG0039625	augustus.g43426.t1	
OG0039626	augustus.g43429.t1	
OG0039627	augustus.g43435.t1	
OG0039628	augustus.g43436.t1	
OG0039629	augustus.g43437.t1	
OG0039630	augustus.g4344.t1	
OG0039631	augustus.g43445.t1	
OG0039632	augustus.g43448.t1	
OG0039633	augustus.g43449.t1	
OG0039634	augustus.g4345.t1	
OG0039635	augustus.g43452.t1	
OG0039636	augustus.g43453.t1	
OG0039637	augustus.g43454.t1	
OG0039638	augustus.g43455.t1	
OG0039639	augustus.g43456.t1	
OG0039640	augustus.g43458.t1	
OG0039641	augustus.g4346.t1	
OG0039642	augustus.g43460.t1	
OG0039643	augustus.g43464.t1	
OG0039644	augustus.g43465.t1	
OG0039645	augustus.g43466.t1	
OG0039646	augustus.g43467.t1	
OG0039647	augustus.g43468.t1	
OG0039648	augustus.g43469.t1	
OG0039649	augustus.g4347.t1	
OG0039650	augustus.g43471.t1	
OG0039651	augustus.g43473.t1	
OG0039652	augustus.g43474.t1	
OG0039653	augustus.g43475.t1	
OG0039654	augustus.g43478.t1	
OG0039655	augustus.g43479.t1	
OG0039656	augustus.g4348.t1	
OG0039657	augustus.g43483.t1	
OG0039658	augustus.g43484.t1	
OG0039659	augustus.g43485.t1	
OG0039660	augustus.g43487.t1	
OG0039661	augustus.g43488.t1	
OG0039662	augustus.g4349.t1	
OG0039663	augustus.g43490.t1	
OG0039664	augustus.g43491.t1	
OG0039665	augustus.g43493.t1	
OG0039666	augustus.g43496.t1	
OG0039667	augustus.g43497.t1	
OG0039668	augustus.g435.t1	
OG0039669	augustus.g43503.t1	
OG0039670	augustus.g43505.t1	
OG0039671	augustus.g43507.t1	
OG0039672	augustus.g43508.t1	
OG0039673	augustus.g43509.t1	
OG0039674	augustus.g4351.t1	
OG0039675	augustus.g43512.t1	
OG0039676	augustus.g43518.t1	
OG0039677	augustus.g43519.t1	
OG0039678	augustus.g43520.t1	
OG0039679	augustus.g43521.t1	
OG0039680	augustus.g43522.t1	
OG0039681	augustus.g43523.t1	
OG0039682	augustus.g43524.t1	
OG0039683	augustus.g43525.t1	
OG0039684	augustus.g43526.t1	
OG0039685	augustus.g43527.t1	
OG0039686	augustus.g43537.t1	
OG0039687	augustus.g43540.t1	
OG0039688	augustus.g43548.t1	
OG0039689	augustus.g43551.t1	
OG0039690	augustus.g43552.t1	
OG0039691	augustus.g43560.t1	
OG0039692	augustus.g43562.t1	
OG0039693	augustus.g43564.t1	
OG0039694	augustus.g43565.t1	
OG0039695	augustus.g43566.t1	
OG0039696	augustus.g43568.t1	
OG0039697	augustus.g43569.t1	
OG0039698	augustus.g43571.t1	
OG0039699	augustus.g43572.t1	
OG0039700	augustus.g43573.t1	
OG0039701	augustus.g43574.t1	
OG0039702	augustus.g43575.t1	
OG0039703	augustus.g43576.t1	
OG0039704	augustus.g43577.t1	
OG0039705	augustus.g43583.t1	
OG0039706	augustus.g43587.t1	
OG0039707	augustus.g43588.t1	
OG0039708	augustus.g4359.t1	
OG0039709	augustus.g43592.t1	
OG0039710	augustus.g43593.t1	
OG0039711	augustus.g43596.t1	
OG0039712	augustus.g43597.t1	
OG0039713	augustus.g43599.t1	
OG0039714	augustus.g4360.t1	
OG0039715	augustus.g43600.t1	
OG0039716	augustus.g43610.t1	
OG0039717	augustus.g43611.t1	
OG0039718	augustus.g43612.t1	
OG0039719	augustus.g43615.t1	
OG0039720	augustus.g4362.t1	
OG0039721	augustus.g43622.t1	
OG0039722	augustus.g43623.t1	
OG0039723	augustus.g43624.t1	
OG0039724	augustus.g43626.t1	
OG0039725	augustus.g43630.t1	
OG0039726	augustus.g43634.t1	
OG0039727	augustus.g43635.t1	
OG0039728	augustus.g43636.t1	
OG0039729	augustus.g43637.t1	
OG0039730	augustus.g43638.t1	
OG0039731	augustus.g43641.t1	
OG0039732	augustus.g43642.t1	
OG0039733	augustus.g43643.t1	
OG0039734	augustus.g43644.t1	
OG0039735	augustus.g43645.t1	
OG0039736	augustus.g43646.t1	
OG0039737	augustus.g43651.t1	
OG0039738	augustus.g43652.t1	
OG0039739	augustus.g43656.t1	
OG0039740	augustus.g43657.t1	
OG0039741	augustus.g43659.t1	
OG0039742	augustus.g43660.t1	
OG0039743	augustus.g43662.t1	
OG0039744	augustus.g43664.t1	
OG0039745	augustus.g4367.t1	
OG0039746	augustus.g43675.t1	
OG0039747	augustus.g43677.t1	
OG0039748	augustus.g43681.t1	
OG0039749	augustus.g43683.t1	
OG0039750	augustus.g43684.t1	
OG0039751	augustus.g43690.t1	
OG0039752	augustus.g43691.t1	
OG0039753	augustus.g43692.t1	
OG0039754	augustus.g43693.t1	
OG0039755	augustus.g43694.t1	
OG0039756	augustus.g43696.t1	
OG0039757	augustus.g43697.t1	
OG0039758	augustus.g43698.t1	
OG0039759	augustus.g43699.t1	
OG0039760	augustus.g43700.t1	
OG0039761	augustus.g43701.t1	
OG0039762	augustus.g43703.t1	
OG0039763	augustus.g43704.t1	
OG0039764	augustus.g43705.t1	
OG0039765	augustus.g43707.t1	
OG0039766	augustus.g43708.t1	
OG0039767	augustus.g43717.t1	
OG0039768	augustus.g43718.t1	
OG0039769	augustus.g43719.t1	
OG0039770	augustus.g43721.t1	
OG0039771	augustus.g43727.t1	
OG0039772	augustus.g43728.t1	
OG0039773	augustus.g4373.t1	
OG0039774	augustus.g43738.t1	
OG0039775	augustus.g43742.t1	
OG0039776	augustus.g43743.t1	
OG0039777	augustus.g43744.t1	
OG0039778	augustus.g43745.t1	
OG0039779	augustus.g43746.t1	
OG0039780	augustus.g43747.t1	
OG0039781	augustus.g43748.t1	
OG0039782	augustus.g43749.t1	
OG0039783	augustus.g4375.t1	
OG0039784	augustus.g43751.t1	
OG0039785	augustus.g43752.t1	
OG0039786	augustus.g43753.t1	
OG0039787	augustus.g43755.t1	
OG0039788	augustus.g43756.t1	
OG0039789	augustus.g43759.t1	
OG0039790	augustus.g43760.t1	
OG0039791	augustus.g43761.t1	
OG0039792	augustus.g43762.t1	
OG0039793	augustus.g43763.t1	
OG0039794	augustus.g43765.t1	
OG0039795	augustus.g43767.t1	
OG0039796	augustus.g43772.t1	
OG0039797	augustus.g43777.t1	
OG0039798	augustus.g43778.t1	
OG0039799	augustus.g4378.t1	
OG0039800	augustus.g43780.t1	
OG0039801	augustus.g43782.t1	
OG0039802	augustus.g43783.t1	
OG0039803	augustus.g43784.t1	
OG0039804	augustus.g43787.t1	
OG0039805	augustus.g43789.t1	
OG0039806	augustus.g43790.t1	
OG0039807	augustus.g43792.t1	
OG0039808	augustus.g43793.t1	
OG0039809	augustus.g43794.t1	
OG0039810	augustus.g43795.t1	
OG0039811	augustus.g43796.t1	
OG0039812	augustus.g438.t1	
OG0039813	augustus.g43801.t1	
OG0039814	augustus.g43802.t1	
OG0039815	augustus.g43803.t1	
OG0039816	augustus.g43805.t1	
OG0039817	augustus.g4381.t1	
OG0039818	augustus.g43819.t1	
OG0039819	augustus.g43820.t1	
OG0039820	augustus.g43821.t1	
OG0039821	augustus.g43823.t1	
OG0039822	augustus.g43828.t1	
OG0039823	augustus.g43829.t1	
OG0039824	augustus.g43831.t1	
OG0039825	augustus.g43833.t1	
OG0039826	augustus.g43836.t1	
OG0039827	augustus.g43838.t1	
OG0039828	augustus.g43842.t1	
OG0039829	augustus.g43849.t1	
OG0039830	augustus.g43851.t1	
OG0039831	augustus.g43857.t1	
OG0039832	augustus.g43858.t1	
OG0039833	augustus.g43859.t1	
OG0039834	augustus.g43861.t1	
OG0039835	augustus.g43862.t1	
OG0039836	augustus.g43863.t1	
OG0039837	augustus.g43864.t1	
OG0039838	augustus.g43865.t1	
OG0039839	augustus.g43866.t1	
OG0039840	augustus.g4387.t1	
OG0039841	augustus.g43881.t1	
OG0039842	augustus.g43883.t1	
OG0039843	augustus.g43887.t1	
OG0039844	augustus.g43888.t1	
OG0039845	augustus.g43889.t1	
OG0039846	augustus.g43893.t1	
OG0039847	augustus.g43894.t1	
OG0039848	augustus.g43895.t1	
OG0039849	augustus.g43896.t1	
OG0039850	augustus.g439.t1	
OG0039851	augustus.g43901.t1	
OG0039852	augustus.g43903.t1	
OG0039853	augustus.g43904.t1	
OG0039854	augustus.g43922.t1	
OG0039855	augustus.g43927.t1	
OG0039856	augustus.g43928.t1	
OG0039857	augustus.g43930.t1	
OG0039858	augustus.g43933.t1	
OG0039859	augustus.g43934.t1	
OG0039860	augustus.g43938.t1	
OG0039861	augustus.g43939.t1	
OG0039862	augustus.g43942.t1	
OG0039863	augustus.g43943.t1	
OG0039864	augustus.g43944.t1	
OG0039865	augustus.g43946.t1	
OG0039866	augustus.g4395.t1	
OG0039867	augustus.g43953.t1	
OG0039868	augustus.g43954.t1	
OG0039869	augustus.g43956.t1	
OG0039870	augustus.g43957.t1	
OG0039871	augustus.g4396.t1	
OG0039872	augustus.g43972.t1	
OG0039873	augustus.g43973.t1	
OG0039874	augustus.g43976.t1	
OG0039875	augustus.g43977.t1	
OG0039876	augustus.g43978.t1	
OG0039877	augustus.g43979.t1	
OG0039878	augustus.g4398.t1	
OG0039879	augustus.g43980.t1	
OG0039880	augustus.g43982.t1	
OG0039881	augustus.g43983.t1	
OG0039882	augustus.g43984.t1	
OG0039883	augustus.g43986.t1	
OG0039884	augustus.g43987.t1	
OG0039885	augustus.g43988.t1	
OG0039886	augustus.g43989.t1	
OG0039887	augustus.g4399.t1	
OG0039888	augustus.g43990.t1	
OG0039889	augustus.g43991.t1	
OG0039890	augustus.g43993.t1	
OG0039891	augustus.g43997.t1	
OG0039892	augustus.g43999.t1	
OG0039893	augustus.g44.t1	
OG0039894	augustus.g440.t1	
OG0039895	augustus.g44002.t1	
OG0039896	augustus.g44005.t1	
OG0039897	augustus.g44006.t1	
OG0039898	augustus.g44007.t1	
OG0039899	augustus.g44008.t1	
OG0039900	augustus.g44009.t1	
OG0039901	augustus.g44013.t1	
OG0039902	augustus.g44014.t1	
OG0039903	augustus.g44015.t1	
OG0039904	augustus.g44016.t1	
OG0039905	augustus.g44017.t1	
OG0039906	augustus.g44021.t1	
OG0039907	augustus.g44027.t1	
OG0039908	augustus.g44028.t1	
OG0039909	augustus.g44032.t1	
OG0039910	augustus.g44033.t1	
OG0039911	augustus.g44034.t1	
OG0039912	augustus.g44035.t1	
OG0039913	augustus.g44036.t1	
OG0039914	augustus.g44037.t1	
OG0039915	augustus.g44041.t1	
OG0039916	augustus.g44045.t1	
OG0039917	augustus.g44046.t1	
OG0039918	augustus.g44048.t1	
OG0039919	augustus.g44049.t1	
OG0039920	augustus.g4405.t1	
OG0039921	augustus.g44050.t1	
OG0039922	augustus.g44051.t1	
OG0039923	augustus.g44052.t1	
OG0039924	augustus.g44053.t1	
OG0039925	augustus.g44057.t1	
OG0039926	augustus.g44058.t1	
OG0039927	augustus.g44059.t1	
OG0039928	augustus.g44060.t1	
OG0039929	augustus.g44062.t1	
OG0039930	augustus.g44063.t1	
OG0039931	augustus.g44064.t1	
OG0039932	augustus.g44067.t1	
OG0039933	augustus.g44068.t1	
OG0039934	augustus.g4407.t1	
OG0039935	augustus.g44071.t1	
OG0039936	augustus.g44072.t1	
OG0039937	augustus.g44074.t1	
OG0039938	augustus.g44075.t1	
OG0039939	augustus.g44076.t1	
OG0039940	augustus.g44077.t1	
OG0039941	augustus.g44078.t1	
OG0039942	augustus.g44079.t1	
OG0039943	augustus.g44081.t1	
OG0039944	augustus.g44084.t1	
OG0039945	augustus.g44088.t1	
OG0039946	augustus.g44089.t1	
OG0039947	augustus.g4409.t1	
OG0039948	augustus.g44091.t1	
OG0039949	augustus.g44092.t1	
OG0039950	augustus.g44095.t1	
OG0039951	augustus.g441.t1	
OG0039952	augustus.g4410.t1	
OG0039953	augustus.g44104.t1	
OG0039954	augustus.g44105.t1	
OG0039955	augustus.g44106.t1	
OG0039956	augustus.g4411.t1	
OG0039957	augustus.g44111.t1	
OG0039958	augustus.g44117.t1	
OG0039959	augustus.g4412.t1	
OG0039960	augustus.g44120.t1	
OG0039961	augustus.g44121.t1	
OG0039962	augustus.g44124.t1	
OG0039963	augustus.g4413.t1	
OG0039964	augustus.g44130.t1	
OG0039965	augustus.g44131.t1	
OG0039966	augustus.g44136.t1	
OG0039967	augustus.g44139.t1	
OG0039968	augustus.g44140.t1	
OG0039969	augustus.g44141.t1	
OG0039970	augustus.g44143.t1	
OG0039971	augustus.g44145.t1	
OG0039972	augustus.g44153.t1	
OG0039973	augustus.g44154.t1	
OG0039974	augustus.g44155.t1	
OG0039975	augustus.g44156.t1	
OG0039976	augustus.g44158.t1	
OG0039977	augustus.g44159.t1	
OG0039978	augustus.g4416.t1	
OG0039979	augustus.g44160.t1	
OG0039980	augustus.g44163.t1	
OG0039981	augustus.g44165.t1	
OG0039982	augustus.g4417.t1	
OG0039983	augustus.g44173.t1	
OG0039984	augustus.g44179.t1	
OG0039985	augustus.g44181.t1	
OG0039986	augustus.g44183.t1	
OG0039987	augustus.g44184.t1	
OG0039988	augustus.g44186.t1	
OG0039989	augustus.g44188.t1	
OG0039990	augustus.g44192.t1	
OG0039991	augustus.g44193.t1	
OG0039992	augustus.g44199.t1	
OG0039993	augustus.g442.t1	
OG0039994	augustus.g44200.t1	
OG0039995	augustus.g44203.t1	
OG0039996	augustus.g44206.t1	
OG0039997	augustus.g44208.t1	
OG0039998	augustus.g44209.t1	
OG0039999	augustus.g44213.t1	
OG0040000	augustus.g44214.t1	
OG0040001	augustus.g4422.t1	
OG0040002	augustus.g44220.t1	
OG0040003	augustus.g44223.t1	
OG0040004	augustus.g44225.t1	
OG0040005	augustus.g44226.t1	
OG0040006	augustus.g44235.t1	
OG0040007	augustus.g44236.t1	
OG0040008	augustus.g44237.t1	
OG0040009	augustus.g44239.t1	
OG0040010	augustus.g4424.t1	
OG0040011	augustus.g44240.t1	
OG0040012	augustus.g44241.t1	
OG0040013	augustus.g44242.t1	
OG0040014	augustus.g44243.t1	
OG0040015	augustus.g44244.t1	
OG0040016	augustus.g44245.t1	
OG0040017	augustus.g44246.t1	
OG0040018	augustus.g44248.t1	
OG0040019	augustus.g44249.t1	
OG0040020	augustus.g4425.t1	
OG0040021	augustus.g44250.t1	
OG0040022	augustus.g44251.t1	
OG0040023	augustus.g44252.t1	
OG0040024	augustus.g44253.t1	
OG0040025	augustus.g44257.t1	
OG0040026	augustus.g44258.t1	
OG0040027	augustus.g4426.t1	
OG0040028	augustus.g44261.t1	
OG0040029	augustus.g44263.t1	
OG0040030	augustus.g44265.t1	
OG0040031	augustus.g44266.t1	
OG0040032	augustus.g44267.t1	
OG0040033	augustus.g44268.t1	
OG0040034	augustus.g44269.t1	
OG0040035	augustus.g4427.t1	
OG0040036	augustus.g44270.t1	
OG0040037	augustus.g44271.t1	
OG0040038	augustus.g44272.t1	
OG0040039	augustus.g44273.t1	
OG0040040	augustus.g44274.t1	
OG0040041	augustus.g44275.t1	
OG0040042	augustus.g44276.t1	
OG0040043	augustus.g44277.t1	
OG0040044	augustus.g44278.t1	
OG0040045	augustus.g44282.t1	
OG0040046	augustus.g44283.t1	
OG0040047	augustus.g44284.t1	
OG0040048	augustus.g44288.t1	
OG0040049	augustus.g44289.t1	
OG0040050	augustus.g4429.t1	
OG0040051	augustus.g44293.t1	
OG0040052	augustus.g44294.t1	
OG0040053	augustus.g44295.t1	
OG0040054	augustus.g44296.t1	
OG0040055	augustus.g44297.t1	
OG0040056	augustus.g443.t1	
OG0040057	augustus.g44302.t1	
OG0040058	augustus.g44303.t1	
OG0040059	augustus.g44304.t1	
OG0040060	augustus.g44305.t1	
OG0040061	augustus.g44308.t1	
OG0040062	augustus.g44310.t1	
OG0040063	augustus.g44312.t1	
OG0040064	augustus.g44314.t1	
OG0040065	augustus.g44315.t1	
OG0040066	augustus.g44316.t1	
OG0040067	augustus.g44317.t1	
OG0040068	augustus.g44318.t1	
OG0040069	augustus.g4432.t1	
OG0040070	augustus.g44320.t1	
OG0040071	augustus.g44321.t1	
OG0040072	augustus.g44322.t1	
OG0040073	augustus.g44323.t1	
OG0040074	augustus.g44324.t1	
OG0040075	augustus.g44327.t1	
OG0040076	augustus.g44328.t1	
OG0040077	augustus.g44329.t1	
OG0040078	augustus.g44330.t1	
OG0040079	augustus.g44331.t1	
OG0040080	augustus.g44332.t1	
OG0040081	augustus.g44333.t1	
OG0040082	augustus.g44335.t1	
OG0040083	augustus.g44336.t1	
OG0040084	augustus.g44337.t1	
OG0040085	augustus.g44338.t1	
OG0040086	augustus.g44339.t1	
OG0040087	augustus.g4434.t1	
OG0040088	augustus.g44340.t1	
OG0040089	augustus.g44341.t1	
OG0040090	augustus.g44342.t1	
OG0040091	augustus.g44343.t1	
OG0040092	augustus.g44344.t1	
OG0040093	augustus.g44345.t1	
OG0040094	augustus.g44346.t1	
OG0040095	augustus.g44347.t1	
OG0040096	augustus.g44348.t1	
OG0040097	augustus.g44349.t1	
OG0040098	augustus.g4435.t1	
OG0040099	augustus.g44350.t1	
OG0040100	augustus.g44351.t1	
OG0040101	augustus.g44353.t1	
OG0040102	augustus.g44354.t1	
OG0040103	augustus.g44355.t1	
OG0040104	augustus.g44356.t1	
OG0040105	augustus.g44358.t1	
OG0040106	augustus.g44359.t1	
OG0040107	augustus.g44360.t1	
OG0040108	augustus.g44361.t1	
OG0040109	augustus.g44362.t1	
OG0040110	augustus.g44363.t1	
OG0040111	augustus.g44364.t1	
OG0040112	augustus.g44365.t1	
OG0040113	augustus.g44368.t1	
OG0040114	augustus.g44370.t1	
OG0040115	augustus.g44371.t1	
OG0040116	augustus.g44372.t1	
OG0040117	augustus.g44374.t1	
OG0040118	augustus.g44375.t1	
OG0040119	augustus.g44376.t1	
OG0040120	augustus.g44377.t1	
OG0040121	augustus.g44379.t1	
OG0040122	augustus.g44380.t1	
OG0040123	augustus.g44381.t1	
OG0040124	augustus.g44382.t1	
OG0040125	augustus.g44383.t1	
OG0040126	augustus.g44384.t1	
OG0040127	augustus.g44388.t1	
OG0040128	augustus.g4439.t1	
OG0040129	augustus.g44391.t1	
OG0040130	augustus.g444.t1	
OG0040131	augustus.g44401.t1	
OG0040132	augustus.g44408.t1	
OG0040133	augustus.g4441.t1	
OG0040134	augustus.g44410.t1	
OG0040135	augustus.g44416.t1	
OG0040136	augustus.g44418.t1	
OG0040137	augustus.g4442.t1	
OG0040138	augustus.g44425.t1	
OG0040139	augustus.g44426.t1	
OG0040140	augustus.g44428.t1	
OG0040141	augustus.g4443.t1	
OG0040142	augustus.g44431.t1	
OG0040143	augustus.g44432.t1	
OG0040144	augustus.g44437.t1	
OG0040145	augustus.g44438.t1	
OG0040146	augustus.g44439.t1	
OG0040147	augustus.g4444.t1	
OG0040148	augustus.g44441.t1	
OG0040149	augustus.g44442.t1	
OG0040150	augustus.g44443.t1	
OG0040151	augustus.g44445.t1	
OG0040152	augustus.g44446.t1	
OG0040153	augustus.g44447.t1	
OG0040154	augustus.g44448.t1	
OG0040155	augustus.g44449.t1	
OG0040156	augustus.g4445.t1	
OG0040157	augustus.g44452.t1	
OG0040158	augustus.g44453.t1	
OG0040159	augustus.g44454.t1	
OG0040160	augustus.g44455.t1	
OG0040161	augustus.g44456.t1	
OG0040162	augustus.g44457.t1	
OG0040163	augustus.g44458.t1	
OG0040164	augustus.g44459.t1	
OG0040165	augustus.g4446.t1	
OG0040166	augustus.g44461.t1	
OG0040167	augustus.g44462.t1	
OG0040168	augustus.g44463.t1	
OG0040169	augustus.g44465.t1	
OG0040170	augustus.g44469.t1	
OG0040171	augustus.g44471.t1	
OG0040172	augustus.g44472.t1	
OG0040173	augustus.g44473.t1	
OG0040174	augustus.g44475.t1	
OG0040175	augustus.g44477.t1	
OG0040176	augustus.g44478.t1	
OG0040177	augustus.g4448.t1	
OG0040178	augustus.g44480.t1	
OG0040179	augustus.g44481.t1	
OG0040180	augustus.g44482.t1	
OG0040181	augustus.g44483.t1	
OG0040182	augustus.g44484.t1	
OG0040183	augustus.g44486.t1	
OG0040184	augustus.g44487.t1	
OG0040185	augustus.g4449.t1	
OG0040186	augustus.g44490.t1	
OG0040187	augustus.g44491.t1	
OG0040188	augustus.g44495.t1	
OG0040189	augustus.g44496.t1	
OG0040190	augustus.g44498.t1	
OG0040191	augustus.g44499.t1	
OG0040192	augustus.g4450.t1	
OG0040193	augustus.g44502.t1	
OG0040194	augustus.g44503.t1	
OG0040195	augustus.g44505.t1	
OG0040196	augustus.g44506.t1	
OG0040197	augustus.g44507.t1	
OG0040198	augustus.g44509.t1	
OG0040199	augustus.g4451.t1	
OG0040200	augustus.g44510.t1	
OG0040201	augustus.g44511.t1	
OG0040202	augustus.g44512.t1	
OG0040203	augustus.g44513.t1	
OG0040204	augustus.g44515.t1	
OG0040205	augustus.g44516.t1	
OG0040206	augustus.g44517.t1	
OG0040207	augustus.g44518.t1	
OG0040208	augustus.g44519.t1	
OG0040209	augustus.g44520.t1	
OG0040210	augustus.g44521.t1	
OG0040211	augustus.g44522.t1	
OG0040212	augustus.g44524.t1	
OG0040213	augustus.g44526.t1	
OG0040214	augustus.g44528.t1	
OG0040215	augustus.g44529.t1	
OG0040216	augustus.g4453.t1	
OG0040217	augustus.g44538.t1	
OG0040218	augustus.g44540.t1	
OG0040219	augustus.g44541.t1	
OG0040220	augustus.g44544.t1	
OG0040221	augustus.g44546.t1	
OG0040222	augustus.g44548.t1	
OG0040223	augustus.g44549.t1	
OG0040224	augustus.g4455.t1	
OG0040225	augustus.g44552.t1	
OG0040226	augustus.g44555.t1	
OG0040227	augustus.g44557.t1	
OG0040228	augustus.g44558.t1	
OG0040229	augustus.g44560.t1	
OG0040230	augustus.g44562.t1	
OG0040231	augustus.g44565.t1	
OG0040232	augustus.g44566.t1	
OG0040233	augustus.g44568.t1	
OG0040234	augustus.g4457.t1	
OG0040235	augustus.g44576.t1	
OG0040236	augustus.g44577.t1	
OG0040237	augustus.g44578.t1	
OG0040238	augustus.g4458.t1	
OG0040239	augustus.g44583.t1	
OG0040240	augustus.g44589.t1	
OG0040241	augustus.g4459.t1	
OG0040242	augustus.g44591.t1	
OG0040243	augustus.g44592.t1	
OG0040244	augustus.g44593.t1	
OG0040245	augustus.g44594.t1	
OG0040246	augustus.g44596.t1	
OG0040247	augustus.g44599.t1	
OG0040248	augustus.g446.t1	
OG0040249	augustus.g44600.t1	
OG0040250	augustus.g44605.t1	
OG0040251	augustus.g44606.t1	
OG0040252	augustus.g44607.t1	
OG0040253	augustus.g4461.t1	
OG0040254	augustus.g44610.t1	
OG0040255	augustus.g44612.t1	
OG0040256	augustus.g44613.t1	
OG0040257	augustus.g44615.t1	
OG0040258	augustus.g44619.t1	
OG0040259	augustus.g4462.t1	
OG0040260	augustus.g44621.t1	
OG0040261	augustus.g44623.t1	
OG0040262	augustus.g44624.t1	
OG0040263	augustus.g44625.t1	
OG0040264	augustus.g44626.t1	
OG0040265	augustus.g44627.t1	
OG0040266	augustus.g44629.t1	
OG0040267	augustus.g44630.t1	
OG0040268	augustus.g44635.t1	
OG0040269	augustus.g44637.t1	
OG0040270	augustus.g44639.t1	
OG0040271	augustus.g44640.t1	
OG0040272	augustus.g44643.t1	
OG0040273	augustus.g44644.t1	
OG0040274	augustus.g44646.t1	
OG0040275	augustus.g44649.t1	
OG0040276	augustus.g4465.t1	
OG0040277	augustus.g44655.t1	
OG0040278	augustus.g4466.t1	
OG0040279	augustus.g44665.t1	
OG0040280	augustus.g44666.t1	
OG0040281	augustus.g44668.t1	
OG0040282	augustus.g44680.t1	
OG0040283	augustus.g44682.t1	
OG0040284	augustus.g44685.t1	
OG0040285	augustus.g44686.t1	
OG0040286	augustus.g44687.t1	
OG0040287	augustus.g44688.t1	
OG0040288	augustus.g4469.t1	
OG0040289	augustus.g44690.t1	
OG0040290	augustus.g44693.t1	
OG0040291	augustus.g44698.t1	
OG0040292	augustus.g44699.t1	
OG0040293	augustus.g447.t1	
OG0040294	augustus.g44703.t1	
OG0040295	augustus.g44704.t1	
OG0040296	augustus.g44715.t1	
OG0040297	augustus.g44718.t1	
OG0040298	augustus.g44719.t1	
OG0040299	augustus.g4472.t1	
OG0040300	augustus.g44720.t1	
OG0040301	augustus.g44721.t1	
OG0040302	augustus.g44722.t1	
OG0040303	augustus.g44723.t1	
OG0040304	augustus.g44725.t1	
OG0040305	augustus.g44726.t1	
OG0040306	augustus.g44728.t1	
OG0040307	augustus.g4473.t1	
OG0040308	augustus.g44732.t1	
OG0040309	augustus.g44733.t1	
OG0040310	augustus.g44736.t1	
OG0040311	augustus.g44739.t1	
OG0040312	augustus.g4474.t1	
OG0040313	augustus.g44740.t1	
OG0040314	augustus.g44741.t1	
OG0040315	augustus.g44742.t1	
OG0040316	augustus.g44744.t1	
OG0040317	augustus.g44747.t1	
OG0040318	augustus.g44748.t1	
OG0040319	augustus.g44750.t1	
OG0040320	augustus.g44751.t1	
OG0040321	augustus.g44754.t1	
OG0040322	augustus.g44755.t1	
OG0040323	augustus.g44756.t1	
OG0040324	augustus.g44757.t1	
OG0040325	augustus.g44758.t1	
OG0040326	augustus.g44759.t1	
OG0040327	augustus.g4476.t1	
OG0040328	augustus.g44760.t1	
OG0040329	augustus.g44762.t1	
OG0040330	augustus.g44763.t1	
OG0040331	augustus.g44764.t1	
OG0040332	augustus.g44765.t1	
OG0040333	augustus.g44766.t1	
OG0040334	augustus.g44767.t1	
OG0040335	augustus.g44768.t1	
OG0040336	augustus.g4477.t1	
OG0040337	augustus.g44770.t1	
OG0040338	augustus.g44771.t1	
OG0040339	augustus.g44772.t1	
OG0040340	augustus.g44773.t1	
OG0040341	augustus.g44774.t1	
OG0040342	augustus.g44775.t1	
OG0040343	augustus.g44776.t1	
OG0040344	augustus.g4478.t1	
OG0040345	augustus.g44780.t1	
OG0040346	augustus.g44781.t1	
OG0040347	augustus.g44782.t1	
OG0040348	augustus.g44785.t1	
OG0040349	augustus.g44786.t1	
OG0040350	augustus.g44795.t1	
OG0040351	augustus.g44798.t1	
OG0040352	augustus.g448.t1	
OG0040353	augustus.g44807.t1	
OG0040354	augustus.g44808.t1	
OG0040355	augustus.g44809.t1	
