Orthogroup	Mcap.protein	Pocillopora_acuta_protein
OG0003426	augustus.g31430.t1	g24761, g58254
OG0003427	augustus.g31446.t1	g17571, g17580
OG0003428	augustus.g31493.t1, augustus.g56406.t1, augustus.g980.t1	
OG0003429	augustus.g31498.t1, augustus.g69949.t1	g41994
OG0003430	augustus.g31698.t1	g29716, g29718
OG0003431	augustus.g31743.t1	g29676, g6213
OG0003432	augustus.g31760.t1	g39628, g39629
OG0003433	augustus.g31904.t1	g49722, g49723
OG0003434	augustus.g31912.t1	g26788, g5060
OG0003435	augustus.g31935.t1	g5363, g5364
OG0003436	augustus.g32019.t1, augustus.g44814.t1	g60768
OG0003437	augustus.g32170.t1	g62009, g7074
OG0003438	augustus.g32203.t1	g36560, g59834
OG0003439	augustus.g32243.t1	g32001, g52819
OG0003440	augustus.g32355.t1, augustus.g7706.t1	g51962
OG0003441	augustus.g32357.t1, augustus.g7707.t1	g51957
OG0003442	augustus.g32374.t1, augustus.g7713.t1	g35083
OG0003443	augustus.g3242.t1, augustus.g838.t1	g38284
OG0003444	augustus.g32443.t1	g30243, g6266
OG0003445	augustus.g32466.t1	g18853, g18855
OG0003446	augustus.g32490.t1	g16772, g9318
OG0003447	augustus.g32658.t1, augustus.g44061.t1	g43893
OG0003448	augustus.g32715.t1, augustus.g32719.t1	g52842
OG0003449	augustus.g32727.t1	g14720, g14730
OG0003450	augustus.g32756.t1, augustus.g32757.t1	g24944
OG0003451	augustus.g3276.t1	g33458, g37436
OG0003452	augustus.g32927.t1, augustus.g8898.t1	g33235
OG0003453	augustus.g32928.t1, augustus.g8899.t1	g33236
OG0003454	augustus.g32929.t1, augustus.g8900.t1	g33237
OG0003455	augustus.g32930.t1, augustus.g8901.t1	g33238
OG0003456	augustus.g32931.t1, augustus.g8902.t1	g33240
OG0003457	augustus.g32932.t1, augustus.g8903.t1	g33244
OG0003458	augustus.g32933.t1, augustus.g8904.t1	g8106
OG0003459	augustus.g32983.t1	g28554, g42653
OG0003460	augustus.g32995.t1, augustus.g58436.t1	g60212
OG0003461	augustus.g32996.t1, augustus.g58435.t1	g11613
OG0003462	augustus.g32998.t1, augustus.g58433.t1	g11626
OG0003463	augustus.g33002.t1, augustus.g58429.t1	g11629
OG0003464	augustus.g33003.t1, augustus.g58428.t1	g11632
OG0003465	augustus.g33005.t1, augustus.g58426.t1	g11635
OG0003466	augustus.g33007.t1, augustus.g58423.t1	g11640
OG0003467	augustus.g33188.t1	g58807, g59809
OG0003468	augustus.g33275.t1, augustus.g5673.t1	g62800
OG0003469	augustus.g33278.t1, augustus.g5676.t1	g62796
OG0003470	augustus.g33279.t1, augustus.g5677.t1	g62792
OG0003471	augustus.g33285.t1, augustus.g5683.t1	g32157
OG0003472	augustus.g33286.t1, augustus.g5684.t1	g32154
OG0003473	augustus.g33287.t1, augustus.g5685.t1	g32153
OG0003474	augustus.g33343.t1, augustus.g33344.t1	g17726
OG0003475	augustus.g33400.t1, augustus.g668.t1	g16392
OG0003476	augustus.g33405.t1, augustus.g666.t1	g16395
OG0003477	augustus.g33413.t1, augustus.g8177.t1	g11940
OG0003478	augustus.g33415.t1, augustus.g8179.t1	g11942
OG0003479	augustus.g33421.t1, augustus.g8182.t1	g40447
OG0003480	augustus.g33425.t1, augustus.g8186.t1	g40458
OG0003481	augustus.g33427.t1	g40470, g40475
OG0003482	augustus.g3344.t1, augustus.g54053.t1	g51756
OG0003483	augustus.g3346.t1, augustus.g54056.t1	g5983
OG0003484	augustus.g33488.t1, augustus.g60809.t1	g37115
OG0003485	augustus.g33498.t1, augustus.g70831.t1	g1124
OG0003486	augustus.g33512.t1, augustus.g546.t1	g1055
OG0003487	augustus.g33524.t1	g26026, g50854
OG0003488	augustus.g33530.t1, augustus.g33555.t1	g1167
OG0003489	augustus.g33612.t1	g20506, g42157
OG0003490	augustus.g3368.t1, augustus.g70306.t1	g24400
OG0003491	augustus.g33743.t1	g18011, g39297
OG0003492	augustus.g33760.t1, augustus.g67474.t1	g59886
OG0003493	augustus.g33916.t1, augustus.g67865.t1	g32599
OG0003494	augustus.g33963.t1	g26305, g26306
OG0003495	augustus.g33979.t1	g26336, g26339
OG0003496	augustus.g34082.t1, augustus.g65628.t1	g54319
OG0003497	augustus.g34208.t1, augustus.g49792.t1	g23889
OG0003498	augustus.g34239.t1	g37120, g57313
OG0003499	augustus.g34306.t1, augustus.g38906.t1	g3719
OG0003500	augustus.g3433.t1	g21308, g21629
OG0003501	augustus.g3436.t1, augustus.g3686.t1	g21628
OG0003502	augustus.g34407.t1	g8755, g8756
OG0003503	augustus.g34415.t1, augustus.g34418.t1	g8751
OG0003504	augustus.g34456.t1, augustus.g7161.t1	g8410
OG0003505	augustus.g34473.t1, augustus.g54776.t1	g5297
OG0003506	augustus.g34567.t1, augustus.g7783.t1	g62345
OG0003507	augustus.g34576.t1, augustus.g7798.t1	g62377
OG0003508	augustus.g34697.t1	g18792, g18820
OG0003509	augustus.g34814.t1	g27999, g28000
OG0003510	augustus.g34833.t1, augustus.g4637.t1	g17722
OG0003511	augustus.g34836.t1, augustus.g9822.t1	g25046
OG0003512	augustus.g34837.t1, augustus.g9821.t1	g25037
OG0003513	augustus.g34852.t1, augustus.g44434.t1	g31956
OG0003514	augustus.g34953.t1, augustus.g49527.t1	g30043
OG0003515	augustus.g34959.t1	g12559, g12981
OG0003516	augustus.g34997.t1	g25152, g9895
OG0003517	augustus.g35067.t1, augustus.g69832.t1	g57102
OG0003518	augustus.g35068.t1, augustus.g69833.t1	g7519
OG0003519	augustus.g35069.t1, augustus.g69834.t1	g4610
OG0003520	augustus.g3507.t1, augustus.g386.t1	g19810
OG0003521	augustus.g35078.t1, augustus.g69841.t1	g4619
OG0003522	augustus.g3508.t1, augustus.g385.t1	g26928
OG0003523	augustus.g3510.t1, augustus.g382.t1	g19877
OG0003524	augustus.g35169.t1	g27493, g3235
OG0003525	augustus.g3517.t1, augustus.g38259.t1	g30609
OG0003526	augustus.g35183.t1	g43612, g63176
OG0003527	augustus.g35205.t1, augustus.g35206.t1	g62593
OG0003528	augustus.g35229.t1	g24023, g24028
OG0003529	augustus.g35251.t1	g37708, g37715
OG0003530	augustus.g35262.t1	g14272, g4139
OG0003531	augustus.g35326.t1	g40717, g64173
OG0003532	augustus.g35403.t1	g59022, g59023
OG0003533	augustus.g35468.t1, augustus.g69814.t1	g7645
OG0003534	augustus.g35470.t1, augustus.g69812.t1	g30419
OG0003535	augustus.g35471.t1, augustus.g69811.t1	g30421
OG0003536	augustus.g35486.t1, augustus.g35487.t1	g28745
OG0003537	augustus.g35499.t1	g55348, g55349
OG0003538	augustus.g35525.t1, augustus.g47552.t1	g3596
OG0003539	augustus.g35526.t1, augustus.g47551.t1	g3597
OG0003540	augustus.g35527.t1, augustus.g47550.t1	g3598
OG0003541	augustus.g35542.t1, augustus.g68706.t1	g4247
OG0003542	augustus.g3557.t1, augustus.g66115.t1	g9046
OG0003543	augustus.g35590.t1, augustus.g69863.t1	g4279
OG0003544	augustus.g35595.t1, augustus.g69868.t1	g4284
OG0003545	augustus.g35603.t1, augustus.g35605.t1	g4288
OG0003546	augustus.g3564.t1, augustus.g43191.t1	g13411
OG0003547	augustus.g3565.t1, augustus.g43192.t1	g58870
OG0003548	augustus.g3567.t1, augustus.g43195.t1	g13478
OG0003549	augustus.g35699.t1	g17611, g25016
OG0003550	augustus.g35866.t1	g48924, g64292
OG0003551	augustus.g35903.t1, augustus.g7719.t1	g47251
OG0003552	augustus.g35905.t1, augustus.g7721.t1	g47249
OG0003553	augustus.g35906.t1, augustus.g7722.t1	g37281
OG0003554	augustus.g35908.t1, augustus.g7724.t1	g37280
OG0003555	augustus.g35909.t1, augustus.g7726.t1	g37278
OG0003556	augustus.g35914.t1, augustus.g7733.t1	g37277
OG0003557	augustus.g36108.t1, augustus.g36109.t1	g31412
OG0003558	augustus.g36135.t1, augustus.g66418.t1	g51924
OG0003559	augustus.g36174.t1, augustus.g51505.t1	g20025
OG0003560	augustus.g36239.t1, augustus.g64952.t1	g33816
OG0003561	augustus.g36240.t1, augustus.g64953.t1	g33818
OG0003562	augustus.g36241.t1, augustus.g64954.t1	g33824
OG0003563	augustus.g36242.t1, augustus.g64955.t1	g33825
OG0003564	augustus.g36324.t1, augustus.g70633.t1	g53051
OG0003565	augustus.g36420.t1	g50369, g60983
OG0003566	augustus.g36440.t1, augustus.g41089.t1	g33496
OG0003567	augustus.g36445.t1, augustus.g36450.t1	g33482
OG0003568	augustus.g36488.t1	g15390, g15402
OG0003569	augustus.g36491.t1	g15401, g49806
OG0003570	augustus.g3652.t1, augustus.g44047.t1	g17736
OG0003571	augustus.g36549.t1	g27487, g34753
OG0003572	augustus.g36698.t1, augustus.g36712.t1	g1333
OG0003573	augustus.g36767.t1	g35605, g42299
OG0003574	augustus.g36770.t1	g53088, g58842
OG0003575	augustus.g36968.t1, augustus.g36971.t1	g24557
OG0003576	augustus.g37010.t1, augustus.g40224.t1	g61010
OG0003577	augustus.g37029.t1	g54895, g60911
OG0003578	augustus.g37033.t1, augustus.g49052.t1	g62137
OG0003579	augustus.g37045.t1, augustus.g68283.t1	g31514
OG0003580	augustus.g37100.t1, augustus.g917.t1	g23581
OG0003581	augustus.g37102.t1	g23590, g24661
OG0003582	augustus.g37114.t1	g29910, g30371
OG0003583	augustus.g37153.t1, augustus.g53025.t1	g52379
OG0003584	augustus.g37171.t1, augustus.g67358.t1	g2565
OG0003585	augustus.g37231.t1	g15704, g15706
OG0003586	augustus.g37237.t1, augustus.g48241.t1	g15687
OG0003587	augustus.g37238.t1, augustus.g48242.t1	g15683
OG0003588	augustus.g37242.t1, augustus.g48245.t1	g15677
OG0003589	augustus.g37243.t1, augustus.g48246.t1	g15678
OG0003590	augustus.g37245.t1, augustus.g48248.t1	g27335
OG0003591	augustus.g37246.t1, augustus.g48249.t1	g27333
OG0003592	augustus.g37261.t1, augustus.g48260.t1	g27330
OG0003593	augustus.g37262.t1, augustus.g48261.t1	g27327
OG0003594	augustus.g37263.t1, augustus.g48262.t1	g3447
OG0003595	augustus.g37265.t1, augustus.g48264.t1	g3452
OG0003596	augustus.g3731.t1, augustus.g56833.t1	g10514
OG0003597	augustus.g37349.t1	g15133, g7288
OG0003598	augustus.g37352.t1	g15129, g53695
OG0003599	augustus.g37412.t1, augustus.g6176.t1	g41893
OG0003600	augustus.g37558.t1	g10337, g45470
OG0003601	augustus.g3768.t1, augustus.g54041.t1	g41679
OG0003602	augustus.g3769.t1, augustus.g54042.t1	g41685
OG0003603	augustus.g37820.t1, augustus.g61322.t1	g64313
OG0003604	augustus.g37833.t1, augustus.g65331.t1	g836
OG0003605	augustus.g37837.t1, augustus.g65327.t1	g36296
OG0003606	augustus.g37946.t1, augustus.g68148.t1	g61863
OG0003607	augustus.g37954.t1, augustus.g7902.t1	g61872
OG0003608	augustus.g37955.t1, augustus.g7901.t1	g61874
OG0003609	augustus.g37958.t1, augustus.g7898.t1	g61884
OG0003610	augustus.g37963.t1, augustus.g7895.t1	g883
OG0003611	augustus.g37967.t1, augustus.g7892.t1	g888
OG0003612	augustus.g37970.t1, augustus.g7889.t1	g895
OG0003613	augustus.g37971.t1, augustus.g7888.t1	g897
OG0003614	augustus.g37976.t1, augustus.g7882.t1	g901
OG0003615	augustus.g3800.t1, augustus.g3802.t1	g11042
OG0003616	augustus.g38026.t1, augustus.g67660.t1	g9131
OG0003617	augustus.g38033.t1, augustus.g67655.t1	g32131
OG0003618	augustus.g38034.t1, augustus.g67654.t1	g32132
OG0003619	augustus.g38035.t1, augustus.g67653.t1	g32135
OG0003620	augustus.g38037.t1, augustus.g67651.t1	g32193
OG0003621	augustus.g38080.t1, augustus.g65968.t1	g35923
OG0003622	augustus.g38093.t1, augustus.g43339.t1	g36827
OG0003623	augustus.g38230.t1, augustus.g38237.t1	g30862
OG0003624	augustus.g38273.t1	g35239, g42717
OG0003625	augustus.g38322.t1	g35027, g37921
OG0003626	augustus.g3859.t1	g46792, g57870
OG0003627	augustus.g38592.t1, augustus.g40406.t1	g21235
OG0003628	augustus.g38593.t1, augustus.g40405.t1	g21232
OG0003629	augustus.g38605.t1, augustus.g40397.t1	g42080
OG0003630	augustus.g38718.t1, augustus.g69073.t1	g23184
OG0003631	augustus.g38769.t1	g39723, g39724
OG0003632	augustus.g38802.t1, augustus.g57930.t1	g36545
OG0003633	augustus.g3884.t1, augustus.g9140.t1	g449
OG0003634	augustus.g3886.t1, augustus.g9138.t1	g554
OG0003635	augustus.g38879.t1, augustus.g6190.t1	g13028
OG0003636	augustus.g38901.t1, augustus.g40489.t1	g45482
OG0003637	augustus.g38916.t1	g51114, g63989
OG0003638	augustus.g3893.t1, augustus.g9128.t1	g25800
OG0003639	augustus.g3894.t1, augustus.g9127.t1	g25803
OG0003640	augustus.g38952.t1, augustus.g69845.t1	g56205
OG0003641	augustus.g38993.t1, augustus.g38995.t1	g32756
OG0003642	augustus.g39122.t1	g57354, g6821
OG0003643	augustus.g39413.t1, augustus.g39414.t1	g16634
OG0003644	augustus.g39418.t1	g16611, g16614
OG0003645	augustus.g3945.t1, augustus.g70275.t1	g43623
OG0003646	augustus.g39578.t1	g13633, g20057
OG0003647	augustus.g39587.t1	g31296, g44612
OG0003648	augustus.g39595.t1	g22817, g58907
OG0003649	augustus.g39693.t1	g9511, g9512
OG0003650	augustus.g39753.t1, augustus.g5273.t1	g32973
OG0003651	augustus.g39839.t1	g3629, g62245
OG0003652	augustus.g39908.t1	g35815, g35816
OG0003653	augustus.g39966.t1	g34633, g63032
OG0003654	augustus.g40418.t1, augustus.g70698.t1	g4974
OG0003655	augustus.g40419.t1, augustus.g70699.t1	g4975
OG0003656	augustus.g40422.t1, augustus.g70702.t1	g4979
OG0003657	augustus.g40424.t1, augustus.g70705.t1	g4981
OG0003658	augustus.g40426.t1, augustus.g70703.t1	g4980
OG0003659	augustus.g40434.t1, augustus.g40436.t1	g4999
OG0003660	augustus.g40491.t1	g17098, g6167
OG0003661	augustus.g40781.t1, augustus.g71609.t1	g46056
OG0003662	augustus.g40782.t1, augustus.g71608.t1	g46053
OG0003663	augustus.g4083.t1, augustus.g5169.t1	g33980
OG0003664	augustus.g4085.t1, augustus.g5170.t1	g33976
OG0003665	augustus.g4088.t1, augustus.g5173.t1	g33968
OG0003666	augustus.g40883.t1, augustus.g41147.t1	g14129
OG0003667	augustus.g4090.t1, augustus.g5175.t1	g33960
OG0003668	augustus.g40912.t1	g52902, g851
OG0003669	augustus.g4092.t1	g33955, g33957
OG0003670	augustus.g40938.t1, augustus.g52626.t1, augustus.g52627.t1	
OG0003671	augustus.g40967.t1	g36567, g36570
OG0003672	augustus.g41065.t1, augustus.g55342.t1	g42559
OG0003673	augustus.g41066.t1, augustus.g55341.t1	g42560
OG0003674	augustus.g4108.t1, augustus.g58267.t1	g14650
OG0003675	augustus.g41080.t1	g39100, g39103
OG0003676	augustus.g41114.t1, augustus.g4709.t1	g22480
OG0003677	augustus.g4112.t1, augustus.g58269.t1	g22424
OG0003678	augustus.g41124.t1, augustus.g51670.t1	g22491
OG0003679	augustus.g41127.t1, augustus.g51674.t1	g22495
OG0003680	augustus.g41184.t1	g18646, g22824
OG0003681	augustus.g41221.t1	g21293, g21294
OG0003682	augustus.g41230.t1	g32636, g6169
OG0003683	augustus.g41246.t1	g32978, g32981
OG0003684	augustus.g41280.t1, augustus.g66553.t1	g25097
OG0003685	augustus.g41305.t1, augustus.g58237.t1	g40339
OG0003686	augustus.g41307.t1, augustus.g58238.t1	g40334
OG0003687	augustus.g41317.t1, augustus.g58241.t1	g55888
OG0003688	augustus.g41319.t1, augustus.g58243.t1	g55890
OG0003689	augustus.g41335.t1	g27614, g27617
OG0003690	augustus.g41339.t1	g27618, g27624
OG0003691	augustus.g41472.t1	g41649, g54621
OG0003692	augustus.g41682.t1, augustus.g8373.t1	g26970
OG0003693	augustus.g41683.t1, augustus.g8374.t1	g26969
OG0003694	augustus.g41685.t1, augustus.g8376.t1	g34364
OG0003695	augustus.g41855.t1, augustus.g52339.t1	g3195
OG0003696	augustus.g41856.t1, augustus.g52340.t1	g3193
OG0003697	augustus.g41894.t1	g3218, g3220
OG0003698	augustus.g41969.t1	g38897, g7057
OG0003699	augustus.g41974.t1, augustus.g47604.t1	g5200
OG0003700	augustus.g41975.t1, augustus.g41977.t1, augustus.g47602.t1	
OG0003701	augustus.g41979.t1, augustus.g47600.t1	g5206
OG0003702	augustus.g41981.t1, augustus.g47598.t1	g5202
OG0003703	augustus.g41985.t1, augustus.g41986.t1	g15945
OG0003704	augustus.g41991.t1	g19937, g19938
OG0003705	augustus.g4201.t1, augustus.g64212.t1	g51405
OG0003706	augustus.g4202.t1, augustus.g64211.t1	g51407
OG0003707	augustus.g42033.t1, augustus.g4864.t1	g24161
OG0003708	augustus.g42034.t1, augustus.g4865.t1	g24160
OG0003709	augustus.g42048.t1, augustus.g49587.t1	g57735
OG0003710	augustus.g42179.t1	g50781, g61993
OG0003711	augustus.g42212.t1, augustus.g42213.t1	g1894
OG0003712	augustus.g42233.t1	g51521, g60469
OG0003713	augustus.g4225.t1, augustus.g66815.t1	g45682
OG0003714	augustus.g42306.t1, augustus.g6502.t1	g25410
OG0003715	augustus.g42310.t1, augustus.g6499.t1	g25423
OG0003716	augustus.g42317.t1	g36849, g36857
OG0003717	augustus.g42351.t1	g4896, g49247
OG0003718	augustus.g42354.t1, augustus.g57751.t1	g50995
OG0003719	augustus.g4236.t1, augustus.g8472.t1	g48857
OG0003720	augustus.g42391.t1, augustus.g60242.t1	g951
OG0003721	augustus.g4242.t1	g29329, g29332
OG0003722	augustus.g42440.t1, augustus.g45822.t1	g25111
OG0003723	augustus.g42468.t1, augustus.g56393.t1	g5880
OG0003724	augustus.g42514.t1, augustus.g51607.t1	g32965
OG0003725	augustus.g42515.t1, augustus.g51608.t1	g32966
OG0003726	augustus.g4252.t1	g2110, g2115
OG0003727	augustus.g42633.t1	g13565, g33742
OG0003728	augustus.g42831.t1	g13751, g24119
OG0003729	augustus.g42982.t1	g55443, g59300
OG0003730	augustus.g43024.t1, augustus.g52445.t1	g34199
OG0003731	augustus.g43136.t1	g16889, g16892
OG0003732	augustus.g43230.t1, augustus.g8628.t1	g61662
OG0003733	augustus.g43240.t1	g57763, g63195
OG0003734	augustus.g43311.t1	g19653, g7969
OG0003735	augustus.g4333.t1	g27432, g27436
OG0003736	augustus.g43348.t1, augustus.g6121.t1	g5692
OG0003737	augustus.g43355.t1, augustus.g61829.t1	g53173
OG0003738	augustus.g43356.t1, augustus.g61830.t1	g53172
OG0003739	augustus.g43402.t1	g49303, g49305
OG0003740	augustus.g43403.t1	g49298, g49302
OG0003741	augustus.g43420.t1	g1348, g17821
OG0003742	augustus.g4343.t1	g18053, g39767
OG0003743	augustus.g43433.t1	g29871, g29876
OG0003744	augustus.g43438.t1	g29883, g29884
OG0003745	augustus.g43595.t1, augustus.g5391.t1	g23719
OG0003746	augustus.g43602.t1, augustus.g5397.t1	g60640
OG0003747	augustus.g43650.t1	g58455, g62269
OG0003748	augustus.g43658.t1	g35076, g38322
OG0003749	augustus.g4377.t1, augustus.g61166.t1	g31710
OG0003750	augustus.g43779.t1, augustus.g65063.t1	g61103
OG0003751	augustus.g43781.t1, augustus.g65061.t1	g28129
OG0003752	augustus.g43786.t1, augustus.g65057.t1	g41250
OG0003753	augustus.g43791.t1, augustus.g43798.t1	g37606
OG0003754	augustus.g4380.t1, augustus.g61160.t1	g936
OG0003755	augustus.g4382.t1, augustus.g61158.t1	g3039
OG0003756	augustus.g43834.t1, augustus.g43840.t1	g64421
OG0003757	augustus.g43839.t1	g55182, g64422
OG0003758	augustus.g43847.t1, augustus.g67077.t1	g64407
OG0003759	augustus.g43852.t1, augustus.g65768.t1	g57001
OG0003760	augustus.g4391.t1	g4220, g4222
OG0003761	augustus.g44019.t1, augustus.g44020.t1	g22297
OG0003762	augustus.g4403.t1, augustus.g52785.t1	g42214
OG0003763	augustus.g44100.t1, augustus.g57839.t1	g7654
OG0003764	augustus.g44101.t1, augustus.g57838.t1	g7653
OG0003765	augustus.g44102.t1, augustus.g57837.t1	g11964
OG0003766	augustus.g44133.t1	g42566, g50052
OG0003767	augustus.g4414.t1, augustus.g6450.t1	g26177
OG0003768	augustus.g4415.t1, augustus.g6451.t1	g26176
OG0003769	augustus.g44176.t1	g3708, g3709
OG0003770	augustus.g44178.t1	g40181, g41045
OG0003771	augustus.g44224.t1, augustus.g49051.t1	g18440
OG0003772	augustus.g44309.t1	g18745, g48986
OG0003773	augustus.g4437.t1, augustus.g53388.t1	g15148
OG0003774	augustus.g44404.t1	g19285, g19286
OG0003775	augustus.g44407.t1, augustus.g6691.t1	g19290
OG0003776	augustus.g44409.t1, augustus.g6688.t1	g19291
OG0003777	augustus.g44412.t1, augustus.g6685.t1	g57153
OG0003778	augustus.g44414.t1, augustus.g6683.t1	g56598
OG0003779	augustus.g4447.t1	g28408, g54320
OG0003780	augustus.g44479.t1, augustus.g7417.t1	g20721
OG0003781	augustus.g44598.t1	g45306, g45308
OG0003782	augustus.g44609.t1	g41954, g45429
OG0003783	augustus.g44616.t1	g31951, g48747
OG0003784	augustus.g44638.t1	g36382, g36385
OG0003785	augustus.g44705.t1, augustus.g7505.t1	g23206
OG0003786	augustus.g44707.t1, augustus.g7504.t1	g11857
OG0003787	augustus.g44731.t1	g11842, g11851
OG0003788	augustus.g44737.t1, augustus.g4571.t1	g11838
OG0003789	augustus.g44777.t1, augustus.g57824.t1	g23033
OG0003790	augustus.g44779.t1, augustus.g57822.t1	g23038
OG0003791	augustus.g44787.t1, augustus.g44790.t1	g23044
OG0003792	augustus.g44847.t1	g55739, g55744
OG0003793	augustus.g45068.t1	g5397, g5410
OG0003794	augustus.g45077.t1, augustus.g46616.t1	g5426
OG0003795	augustus.g45078.t1, augustus.g46617.t1	g5427
OG0003796	augustus.g45125.t1	g17751, g36749
OG0003797	augustus.g45133.t1, augustus.g57806.t1	g18117
OG0003798	augustus.g45154.t1, augustus.g45159.t1	g21043
OG0003799	augustus.g4525.t1, augustus.g60396.t1	g63901
OG0003800	augustus.g45381.t1, augustus.g66035.t1	g28523
OG0003801	augustus.g45452.t1	g10464, g10465
OG0003802	augustus.g45460.t1, augustus.g67436.t1	g10492
OG0003803	augustus.g45490.t1	g30017, g3184
OG0003804	augustus.g4550.t1, augustus.g71553.t1	g231
OG0003805	augustus.g45703.t1, augustus.g47768.t1	g17641
OG0003806	augustus.g45828.t1, augustus.g59013.t1	g10232
OG0003807	augustus.g45842.t1	g19777, g19779
OG0003808	augustus.g45857.t1	g16575, g16577
OG0003809	augustus.g45969.t1, augustus.g67882.t1	g28281
OG0003810	augustus.g45987.t1, augustus.g67902.t1	g28375
OG0003811	augustus.g46083.t1, augustus.g69403.t1	g29507
OG0003812	augustus.g46089.t1, augustus.g53459.t1	g62066
OG0003813	augustus.g46116.t1, augustus.g66416.t1	g35984
OG0003814	augustus.g46202.t1	g16445, g16446
OG0003815	augustus.g46238.t1, augustus.g50521.t1	g32595
OG0003816	augustus.g46374.t1	g28991, g36357
OG0003817	augustus.g46415.t1, augustus.g7393.t1	g36254
OG0003818	augustus.g46417.t1, augustus.g7395.t1	g36250
OG0003819	augustus.g46427.t1, augustus.g6314.t1	g36240
OG0003820	augustus.g46436.t1	g36269, g56074
OG0003821	augustus.g46458.t1	g57980, g59712
OG0003822	augustus.g46482.t1	g12040, g52740
OG0003823	augustus.g46496.t1	g24094, g45553
OG0003824	augustus.g46711.t1, augustus.g6346.t1	g8251
OG0003825	augustus.g46831.t1, augustus.g61156.t1	g3033
OG0003826	augustus.g46832.t1, augustus.g61155.t1	g3032
OG0003827	augustus.g46834.t1, augustus.g61152.t1	g3027
OG0003828	augustus.g46887.t1, augustus.g5868.t1	g49050
OG0003829	augustus.g46897.t1	g22146, g22148
OG0003830	augustus.g4693.t1, augustus.g717.t1	g39239
OG0003831	augustus.g46931.t1, augustus.g7160.t1	g21945
OG0003832	augustus.g47040.t1, augustus.g60261.t1	g25186
OG0003833	augustus.g47060.t1, augustus.g68004.t1	g22187
OG0003834	augustus.g47106.t1, augustus.g8415.t1	g19586
OG0003835	augustus.g4722.t1	g24424, g24460
OG0003836	augustus.g47257.t1	g12604, g46915
OG0003837	augustus.g47386.t1, augustus.g70320.t1	g24379
OG0003838	augustus.g47387.t1, augustus.g70321.t1	g24378
OG0003839	augustus.g47392.t1	g24421, g24422
OG0003840	augustus.g47439.t1, augustus.g56482.t1	g47575
OG0003841	augustus.g47443.t1, augustus.g56478.t1	g47589
OG0003842	augustus.g47448.t1, augustus.g56471.t1	g19745
OG0003843	augustus.g47451.t1, augustus.g56468.t1	g19741
OG0003844	augustus.g47454.t1, augustus.g56463.t1	g5846
OG0003845	augustus.g47504.t1, augustus.g63809.t1	g13163
OG0003846	augustus.g47556.t1, augustus.g61087.t1	g25292
OG0003847	augustus.g47558.t1, augustus.g61085.t1	g25293
OG0003848	augustus.g47560.t1, augustus.g61083.t1	g25296
OG0003849	augustus.g4763.t1, augustus.g71011.t1	g62035
OG0003850	augustus.g47695.t1	g62631, g62632
OG0003851	augustus.g4772.t1	g30178, g30179
OG0003852	augustus.g47742.t1	g63624, g63625
OG0003853	augustus.g47745.t1, augustus.g47747.t1	g63631
OG0003854	augustus.g47985.t1, augustus.g67940.t1	g61663
OG0003855	augustus.g47994.t1	g2189, g306
OG0003856	augustus.g48034.t1	g577, g579
OG0003857	augustus.g48045.t1, augustus.g48056.t1	g598
OG0003858	augustus.g4805.t1, augustus.g68233.t1	g19339
OG0003859	augustus.g48066.t1	g32434, g40353
OG0003860	augustus.g48141.t1, augustus.g60736.t1	g8793
OG0003861	augustus.g48165.t1	g59503, g60969
OG0003862	augustus.g48221.t1, augustus.g48227.t1	g5031
OG0003863	augustus.g48352.t1, augustus.g6970.t1	g1530
OG0003864	augustus.g48358.t1, augustus.g6966.t1	g1536
OG0003865	augustus.g48360.t1, augustus.g6965.t1	g1543
OG0003866	augustus.g48449.t1, augustus.g61030.t1	g2497
OG0003867	augustus.g48451.t1, augustus.g61027.t1	g53200
OG0003868	augustus.g48453.t1, augustus.g61025.t1	g53201
OG0003869	augustus.g48455.t1, augustus.g61022.t1	g53207
OG0003870	augustus.g48547.t1, augustus.g61679.t1	g12368
OG0003871	augustus.g48578.t1	g27281, g29252
OG0003872	augustus.g48585.t1	g9427, g9436
OG0003873	augustus.g48595.t1, augustus.g48603.t1	g46621
OG0003874	augustus.g48736.t1, augustus.g49808.t1	g51197
OG0003875	augustus.g48748.t1, augustus.g48750.t1	g1391
OG0003876	augustus.g4881.t1, augustus.g7677.t1	g61664
OG0003877	augustus.g48847.t1, augustus.g57701.t1	g36939
OG0003878	augustus.g48956.t1	g31463, g6895
OG0003879	augustus.g49252.t1	g19308, g19309
OG0003880	augustus.g493.t1	g60645, g60646
OG0003881	augustus.g49302.t1	g18934, g18935
OG0003882	augustus.g49341.t1, augustus.g49400.t1	g19712
OG0003883	augustus.g49347.t1, augustus.g49394.t1	g19718
OG0003884	augustus.g49349.t1, augustus.g49392.t1	g19723
OG0003885	augustus.g49351.t1	g37443, g54815
OG0003886	augustus.g49359.t1, augustus.g65432.t1	g40427
OG0003887	augustus.g4940.t1, augustus.g67081.t1	g14987
OG0003888	augustus.g49435.t1, augustus.g51811.t1	g21796
OG0003889	augustus.g49542.t1, augustus.g5465.t1	g30021
OG0003890	augustus.g49543.t1, augustus.g5463.t1	g30018
OG0003891	augustus.g49544.t1, augustus.g5462.t1	g30016
OG0003892	augustus.g49545.t1, augustus.g5461.t1	g30013
OG0003893	augustus.g49546.t1, augustus.g5460.t1	g30011
OG0003894	augustus.g49549.t1, augustus.g5457.t1	g30006
