"","category","WGBS","RRBS","MBDBS","Term","GOterm_desc"
"429","GO:0043015",NA,0.0431508689417996,NA,"gamma-tubulin binding","GO:0043015 gamma-tubulin binding"
"430","GO:0042800",NA,0.0441010387355375,NA,"histone methyltransferase activity (H3-K4 specific)","GO:0042800 histone methyltransferase activity (H3-K4 specific)"
"431","GO:0022821",NA,0.0442417773398774,NA,"potassium ion antiporter activity","GO:0022821 potassium ion antiporter activity"
"432","GO:0097493",NA,0.0445857043451436,NA,"structural molecule activity conferring elasticity","GO:0097493 structural molecule activity conferring elasticity"
"433","GO:0005021",NA,0.0452518361915603,NA,"vascular endothelial growth factor-activated receptor activity","GO:0005021 vascular endothelial growth factor-activated receptor activity"
"434","GO:0005223",NA,0.0452681214403412,0.0155338125200419,"intracellular cGMP-activated cation channel activity","GO:0005223 intracellular cGMP-activated cation channel activity"
"435","GO:0047676",NA,0.0453524045593711,NA,"arachidonate-CoA ligase activity","GO:0047676 arachidonate-CoA ligase activity"
"436","GO:0102391",NA,0.0453524045593711,NA,"decanoate-CoA ligase activity","GO:0102391 decanoate-CoA ligase activity"
"437","GO:0016715",NA,0.0455924808819723,NA,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","GO:0016715 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen"
"438","GO:0005328",NA,0.0456674172150417,NA,"neurotransmitter:sodium symporter activity","GO:0005328 neurotransmitter:sodium symporter activity"
"439","GO:0071723",NA,0.0458558738092359,NA,"lipopeptide binding","GO:0071723 lipopeptide binding"
"440","GO:1904399",NA,0.0461732270353575,NA,"heparan sulfate binding","GO:1904399 heparan sulfate binding"
"441","GO:0070878",NA,0.0464765098702348,NA,"primary miRNA binding","GO:0070878 primary miRNA binding"
"442","GO:0050221",NA,0.0465469017018844,NA,"prostaglandin-E2 9-reductase activity","GO:0050221 prostaglandin-E2 9-reductase activity"
"443","GO:1990782",NA,0.0481050688771665,NA,"protein tyrosine kinase binding","GO:1990782 protein tyrosine kinase binding"
"444","GO:0017022",NA,0.0491033134094619,NA,"myosin binding","GO:0017022 myosin binding"
"445","GO:0030023",NA,0.0499330953536835,NA,"extracellular matrix constituent conferring elasticity","GO:0030023 extracellular matrix constituent conferring elasticity"
"446","GO:0004800",NA,NA,0.000344705268885041,"thyroxine 5'-deiodinase activity","GO:0004800 thyroxine 5'-deiodinase activity"
"447","GO:0043014",NA,NA,0.000463780057951951,"alpha-tubulin binding","GO:0043014 alpha-tubulin binding"
"448","GO:0030507",NA,NA,0.00161607105518551,"spectrin binding","GO:0030507 spectrin binding"
"449","GO:0001228",NA,NA,0.00181390209645308,"DNA-binding transcription activator activity, RNA polymerase II-specific","GO:0001228 DNA-binding transcription activator activity, RNA polymerase II-specific"
"450","GO:0017160",NA,NA,0.00241351752148447,"Ral GTPase binding","GO:0017160 Ral GTPase binding"
"451","GO:0001085",NA,NA,0.0033761043275787,"RNA polymerase II transcription factor binding","GO:0001085 RNA polymerase II transcription factor binding"
"452","GO:0004983",NA,NA,0.00345857992734004,"neuropeptide Y receptor activity","GO:0004983 neuropeptide Y receptor activity"
"453","GO:1904928",NA,NA,0.00465888090983494,"coreceptor activity involved in canonical Wnt signaling pathway","GO:1904928 coreceptor activity involved in canonical Wnt signaling pathway"
"454","GO:0001653",NA,NA,0.00643066335009278,"peptide receptor activity","GO:0001653 peptide receptor activity"
"455","GO:0050816",NA,NA,0.00690030844409156,"phosphothreonine residue binding","GO:0050816 phosphothreonine residue binding"
"456","GO:1990226",NA,NA,0.00799372540648651,"histone methyltransferase binding","GO:1990226 histone methyltransferase binding"
"457","GO:0008138",NA,NA,0.00882131773643441,"protein tyrosine/serine/threonine phosphatase activity","GO:0008138 protein tyrosine/serine/threonine phosphatase activity"
"458","GO:0004993",NA,NA,0.0090230945143036,"G protein-coupled serotonin receptor activity","GO:0004993 G protein-coupled serotonin receptor activity"
"459","GO:0051378",NA,NA,0.00925232518764044,"serotonin binding","GO:0051378 serotonin binding"
"460","GO:0035650",NA,NA,0.0110507468762177,"AP-1 adaptor complex binding","GO:0035650 AP-1 adaptor complex binding"
"461","GO:0001102",NA,NA,0.0110956563877065,"RNA polymerase II activating transcription factor binding","GO:0001102 RNA polymerase II activating transcription factor binding"
"462","GO:0033798",NA,NA,0.011929520140103,"thyroxine 5-deiodinase activity","GO:0033798 thyroxine 5-deiodinase activity"
"463","GO:0102567",NA,NA,0.0122370059405356,"phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)","GO:0102567 phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)"
"464","GO:0102568",NA,NA,0.0122370059405356,"phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)","GO:0102568 phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)"
"465","GO:0043027",NA,NA,0.0126997278562382,"cysteine-type endopeptidase inhibitor activity involved in apoptotic process","GO:0043027 cysteine-type endopeptidase inhibitor activity involved in apoptotic process"
"466","GO:0004972",NA,NA,0.013160311021405,"NMDA glutamate receptor activity","GO:0004972 NMDA glutamate receptor activity"
"467","GO:1905030",NA,NA,0.015085988750013,"voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential","GO:1905030 voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential"
"468","GO:0030020",NA,NA,0.0151694274205444,"extracellular matrix structural constituent conferring tensile strength","GO:0030020 extracellular matrix structural constituent conferring tensile strength"
"469","GO:0002161",NA,NA,0.015413250832897,"aminoacyl-tRNA editing activity","GO:0002161 aminoacyl-tRNA editing activity"
"470","GO:0043021",NA,NA,0.0157936137535589,"ribonucleoprotein complex binding","GO:0043021 ribonucleoprotein complex binding"
"471","GO:0050750",NA,NA,0.0163320612256897,"low-density lipoprotein particle receptor binding","GO:0050750 low-density lipoprotein particle receptor binding"
"472","GO:0004940",NA,NA,0.016727193650695,"beta1-adrenergic receptor activity","GO:0004940 beta1-adrenergic receptor activity"
"473","GO:0070006",NA,NA,0.0177342388981228,"metalloaminopeptidase activity","GO:0070006 metalloaminopeptidase activity"
"474","GO:0008376",NA,NA,0.0180144678801154,"acetylgalactosaminyltransferase activity","GO:0008376 acetylgalactosaminyltransferase activity"
"475","GO:0005041",NA,NA,0.018204969863734,"low-density lipoprotein particle receptor activity","GO:0005041 low-density lipoprotein particle receptor activity"
"476","GO:0032093",NA,NA,0.0192701899255576,"SAM domain binding","GO:0032093 SAM domain binding"
"477","GO:0003689",NA,NA,0.0194514393130813,"DNA clamp loader activity","GO:0003689 DNA clamp loader activity"
"478","GO:0015079",NA,NA,0.0201015383331474,"potassium ion transmembrane transporter activity","GO:0015079 potassium ion transmembrane transporter activity"
"479","GO:0071936",NA,NA,0.021669964420765,"coreceptor activity involved in Wnt signaling pathway","GO:0071936 coreceptor activity involved in Wnt signaling pathway"
"480","GO:0030594",NA,NA,0.0217673732208449,"neurotransmitter receptor activity","GO:0030594 neurotransmitter receptor activity"
"481","GO:0071889",NA,NA,0.0220712781536183,"14-3-3 protein binding","GO:0071889 14-3-3 protein binding"
"482","GO:0044389",NA,NA,0.02224556555116,"ubiquitin-like protein ligase binding","GO:0044389 ubiquitin-like protein ligase binding"
"483","GO:0070491",NA,NA,0.0230751219065026,"repressing transcription factor binding","GO:0070491 repressing transcription factor binding"
"484","GO:0031386",NA,NA,0.0256732369390974,"protein tag","GO:0031386 protein tag"
"485","GO:0033781",NA,NA,0.0257660740756686,"cholesterol 24-hydroxylase activity","GO:0033781 cholesterol 24-hydroxylase activity"
"486","GO:0019210",NA,NA,0.0261442529847229,"kinase inhibitor activity","GO:0019210 kinase inhibitor activity"
"487","GO:0005088",NA,NA,0.0295663200739937,"Ras guanyl-nucleotide exchange factor activity","GO:0005088 Ras guanyl-nucleotide exchange factor activity"
"488","GO:0061575",NA,NA,0.0297458120091893,"cyclin-dependent protein serine/threonine kinase activator activity","GO:0061575 cyclin-dependent protein serine/threonine kinase activator activity"
"489","GO:0001103",NA,NA,0.0305110611565105,"RNA polymerase II repressing transcription factor binding","GO:0001103 RNA polymerase II repressing transcription factor binding"
"490","GO:0015386",NA,NA,0.0309685016586574,"potassium:proton antiporter activity","GO:0015386 potassium:proton antiporter activity"
"491","GO:0047617",NA,NA,0.0313374500376015,"acyl-CoA hydrolase activity","GO:0047617 acyl-CoA hydrolase activity"
"492","GO:0030248",NA,NA,0.0326343593295,"cellulose binding","GO:0030248 cellulose binding"
"493","GO:0047134",NA,NA,0.0329373271962058,"protein-disulfide reductase activity","GO:0047134 protein-disulfide reductase activity"
"494","GO:0050208",NA,NA,0.0335002103740018,"polysialic-acid O-acetyltransferase activity","GO:0050208 polysialic-acid O-acetyltransferase activity"
"495","GO:0004978",NA,NA,0.0335215176414846,"corticotropin receptor activity","GO:0004978 corticotropin receptor activity"
"496","GO:0005230",NA,NA,0.0339500199356046,"extracellular ligand-gated ion channel activity","GO:0005230 extracellular ligand-gated ion channel activity"
"497","GO:0004623",NA,NA,0.0343614014581568,"phospholipase A2 activity","GO:0004623 phospholipase A2 activity"
"498","GO:0019534",NA,NA,0.0349126905479454,"toxin transmembrane transporter activity","GO:0019534 toxin transmembrane transporter activity"
"499","GO:0016308",NA,NA,0.0354256496922428,"1-phosphatidylinositol-4-phosphate 5-kinase activity","GO:0016308 1-phosphatidylinositol-4-phosphate 5-kinase activity"
"500","GO:0008466",NA,NA,0.0359278514667132,"glycogenin glucosyltransferase activity","GO:0008466 glycogenin glucosyltransferase activity"
"501","GO:0102751",NA,NA,0.0359278514667132,"UDP-alpha-D-glucose:glucosyl-glycogenin alpha-D-glucosyltransferase activity","GO:0102751 UDP-alpha-D-glucose:glucosyl-glycogenin alpha-D-glucosyltransferase activity"
"502","GO:0001162",NA,NA,0.0373805522460526,"RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding","GO:0001162 RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding"
"503","GO:0016176",NA,NA,0.0379510957866172,"superoxide-generating NADPH oxidase activator activity","GO:0016176 superoxide-generating NADPH oxidase activator activity"
"504","GO:0008499",NA,NA,0.0385333387028589,"UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity","GO:0008499 UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity"
"505","GO:0008175",NA,NA,0.0393364624894295,"tRNA methyltransferase activity","GO:0008175 tRNA methyltransferase activity"
"506","GO:0008375",NA,NA,0.0406998837442424,"acetylglucosaminyltransferase activity","GO:0008375 acetylglucosaminyltransferase activity"
"507","GO:0102710",NA,NA,0.040871533738909,"D-inositol-3-phosphate glycosyltransferase activity","GO:0102710 D-inositol-3-phosphate glycosyltransferase activity"
"508","GO:0004744",NA,NA,0.0409638999826235,"retinal isomerase activity","GO:0004744 retinal isomerase activity"
"509","GO:0052689",NA,NA,0.0413326371905285,"carboxylic ester hydrolase activity","GO:0052689 carboxylic ester hydrolase activity"
"510","GO:1904680",NA,NA,0.0424849545330081,"peptide transmembrane transporter activity","GO:1904680 peptide transmembrane transporter activity"
"511","GO:0099507",NA,NA,0.0427565357058602,"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential","GO:0099507 ligand-gated ion channel activity involved in regulation of presynaptic membrane potential"
"512","GO:0047220",NA,NA,0.0442004311177749,"galactosylxylosylprotein 3-beta-galactosyltransferase activity","GO:0047220 galactosylxylosylprotein 3-beta-galactosyltransferase activity"
"513","GO:0043023",NA,NA,0.0443529957262373,"ribosomal large subunit binding","GO:0043023 ribosomal large subunit binding"
"514","GO:0031176",NA,NA,0.0460455837043395,"endo-1,4-beta-xylanase activity","GO:0031176 endo-1,4-beta-xylanase activity"
"515","GO:0035250",NA,NA,0.0480188949219519,"UDP-galactosyltransferase activity","GO:0035250 UDP-galactosyltransferase activity"
"516","GO:0008430",NA,NA,0.0482609167363555,"selenium binding","GO:0008430 selenium binding"
"517","GO:0035197",NA,NA,0.0484429169923736,"siRNA binding","GO:0035197 siRNA binding"
"518","GO:0004721",NA,NA,0.0494520294660091,"phosphoprotein phosphatase activity","GO:0004721 phosphoprotein phosphatase activity"
"519","GO:0090729",NA,NA,0.0495172746014062,"toxin activity","GO:0090729 toxin activity"
