WGBS_1	WGBS_2	WGBS_3	RRBS_1	RRBS_2	RRBS_3	MBDBS_1	MBDBS_2	MBDBS_3
2374:30010-30012	11.567164	11.330049	10.752688	9.569053	5.893284	6.228522	36.842105	27.522936	32.692308
2374:30014-30016	12.5	10.837438	18.137255	12.206732	6.661359	7.22063	34.482759	30.088496	32.075472
2374:30021-30023	21.153846	16	27.317073	15.663176	8.644222	9.844847	49.54955	43.478261	58
2374:30025-30027	16.129032	6.091371	11.940299	8.333333	4.516712	8.214947	26.605505	32.727273	38
2374:30028-30030	12.601626	5.583756	17.560976	13.464236	5.655296	10.639606	40.566038	37.272727	34.693878
2374:30048-30050	13.983051	10	24.120603	20.13986	9.025271	12.839506	34.020619	27.586207	34.090909
2374:30065-30067	17.676768	14.457831	27.567568	28.212291	8.672087	16.358025	44.871795	29.473684	55.882353
2374:30076-30078	4.519774	1.282051	5.625	3.641457	1.897019	2.469136	12.5	6.976744	9.375
2374:30100-30102	19.526627	8.917197	9.876543	10.932476	4.36019	9.360269	26.388889	22.680412	35.483871
2374:30109-30111	14.379085	7.94702	11.971831	6.902087	3.317536	5.51817	19.402985	20	44.444444
2374:30112-30114	14.285714	11.278195	23.076923	13.58209	5.99631	11.046512	34.375	29.473684	65.384615
2374:30148-30150	21.568627	11.538462	20.338983	16.174402	8.743169	12.546354	29.333333	35.238095	38.709677
2374:30173-30175	22.78481	12.977099	17.79661	7.507082	6.757991	15.561066	23.255814	43.75	2.941176
2374:30204-30206	6.17284	2.758621	6.557377	3.797468	2.547771	5.933251	6.315789	23.529412	16.666667
2374:30229-30231	22.5	13.888889	32.8125	23.076923	10.550045	22.009864	52.941176	45.714286	53.846154
2374:30236-30238	24.324324	13.559322	29.508197	18.207283	8.566276	15.844636	35.555556	39.285714	20
2374:30243-30245	15.942029	7.407407	17.857143	9.497207	6.334842	12.276373	41.025641	42.307692	22.222222
2374:30248-30250	26.153846	21.153846	55.172414	31.284916	12.148685	24.459543	43.589744	48	55.555556
2374:30250-30252	27.692308	22.641509	50.877193	34.405594	14.556962	28.148148	48.780488	53.846154	55.555556
2374:30254-30256	12.903226	3.773585	9.090909	8.951049	5.063291	9.411765	22.5	38.461538	22.222222
2374:30261-30263	32.20339	25.925926	43.859649	73.333333	59.016393	70.535714	46.341463	56.521739	66.666667
2374:30391-30393	12.195122	5.555556	29.032258	8.122744	1.724138	5.240175	25	14.285714	0
2374:30404-30406	8.163265	21.73913	15.789474	8.318264	3.389831	5.579399	30	10	0
2374:30410-30412	8.333333	0	4.761905	3.99274	1.694915	4.680851	10	0	0
2374:30419-30421	8.163265	8.333333	2.325581	5.08167	1.694915	6.837607	9.52381	0	21.428571
2374:30431-30433	7.843137	12	4.878049	1.818182	0	2.553191	4.347826	4.347826	20
2374:30468-30470	27.272727	31.428571	50.819672	27.617329	19.047619	25.941423	24.242424	29.62963	41.666667
2374:30480-30482	16.41791	30.30303	35.294118	21.73913	9.52381	19.166667	12.903226	67.857143	6.25
2374:30490-30492	13.69863	23.076923	36.986301	15.217391	4.761905	13.02521	17.647059	53.571429	11.764706
2374:30495-30497	22.619048	15.217391	32.051282	19.600726	25.806452	12.083333	15.151515	51.612903	17.647059
2374:30514-30516	10.909091	11.594203	21.782178	11.636364	6.349206	7.083333	9.756098	24.390244	10
2374:30552-30554	5.194805	7.608696	13.772455	0	0	15.384615	8	7.54717	6.25
2374:30599-30601	8.715596	3.100775	10.747664	14.285714	0	30	12.5	20.967742	24.390244
2374:30603-30605	2.727273	1.526718	1.877934	0	0	10	4.166667	8.064516	5.128205
2374:30723-30725	10.526316	6.849315	11.864407	5.244123	4.6875	4.661017	25.806452	35.714286	16.666667
2374:30727-30729	15.652174	12.162162	20	9.584087	15.625	9.128631	45.454545	42.857143	26.666667
2374:30742-30744	27.027027	23.809524	42.446043	26.76311	30.15873	24.267782	58.333333	72.222222	57.894737
2374:30756-30758	27.586207	16.304348	36.538462	25.99278	26.5625	20.164609	57.142857	72.727273	43.478261
2374:30770-30772	9.166667	3.333333	15.625	11.111111	12.5	6.147541	25.714286	29.166667	33.333333
2374:30790-30792	5.645161	2.884615	13.483146	5.178571	0	3.658537	20	31.25	29.032258
2374:30800-30802	2.325581	3.809524	6.593407	2.139037	0	4.048583	2.564103	20.588235	18.75
2374:30817-30819	15.107914	16.528926	19.5	13.982301	14.925373	11.290323	36.363636	50	30.769231
2374:30835-30837	16.883117	9.15493	18.303571	15.114236	10.144928	14.457831	25.490196	34.042553	46.341463
2374:30840-30842	19.620253	12.244898	15.695067	14.388489	18.84058	13.253012	30.769231	67.391304	28.947368
2374:30845-30847	26.623377	18.120805	31.489362	25.483304	23.529412	17.670683	57.407407	61.702128	59.090909
2374:30853-30855	25.675676	14	28.270042	16.842105	26.086957	14.516129	48.076923	58.181818	56.521739
2374:30860-30862	17.692308	4	19.905213	57.142857	66.666667	50	38.461538	42.222222	35.294118
2374:30949-30951	20.253165	20.238095	33.050847	41.509434	61.538462	16.666667	42.307692	65	53.333333
2374:30960-30962	26.041667	21.296296	35	35.564854	32.075472	33.149171	40.625	46.666667	59.090909
2374:30963-30965	12.371134	10	12.142857	15	26.415094	10.989011	31.25	33.333333	45
2374:30981-30983	16.513761	15.625	16.352201	21.576763	29.245283	25.274725	34.883721	47.727273	29.411765
2374:30985-30987	19.444444	20.769231	15.483871	21.991701	32.075472	32.967033	27.272727	37.209302	29.411765
2374:30990-30992	20.338983	19.58042	26.162791	42.323651	34.90566	38.461538	31.111111	34.090909	50
2374:31004-31006	22.222222	23.287671	24.338624	47.302905	32.075472	52.173913	36.734694	51.020408	48.780488
2374:31019-31021	18.320611	17.532468	20.689655	35.684647	34.90566	44.808743	41.37931	41.37931	46.808511
2374:31022-31024	17.557252	12.025316	20.952381	32.780083	32.075472	37.5	37.288136	47.540984	37.5
2374:31025-31027	17.142857	10.97561	14.798206	24.06639	34.90566	30.978261	23.880597	40.322581	31.372549
2374:31041-31043	32.620321	34.343434	42.857143	88.963211	94.545455	87.5	59.090909	60.526316	68.852459
2374:31050-31052	12.307692	9.852217	17.437722	42.258065	29.166667	28.755365	25.806452	48.051948	28.571429
2374:31055-31057	26.903553	25.238095	29.757785	21.308438	14.218809	19.048367	44.680851	53.012048	53.521127
2374:31060-31062	10.10101	7.619048	9.655172	4.660775	3.836796	6.138148	20.652174	28.75	25
2374:31064-31066	11.734694	6.635071	6.944444	10.611453	7.065217	9.989006	31.521739	25	27.536232
2374:31077-31079	12.903226	8.910891	9.737828	8.174309	6.963684	11.097159	29.545455	44.594595	31.25
2374:31080-31082	11.299435	7.894737	9.923664	5.728944	5.508713	8.377869	26.506024	36.619718	13.333333
2374:31091-31093	18.243243	13.75	11.792453	8.740507	10.028382	15.50326	42.105263	61.111111	23.913043
2374:31093-31095	19.480519	13.125	13.488372	10.837368	10.82397	16.292223	40.789474	51.851852	26.086957
2374:31095-31097	16.447368	11.875	13.953488	10.161037	10.605209	15.854808	37.333333	59.259259	30.434783
2374:31099-31101	19.463087	9.493671	16.587678	11.552707	10.307346	15.293933	41.09589	51.851852	35.555556
2374:31104-31106	28.378378	20.512821	31.428571	84.8	78.888889	67.672414	46.575342	58.490566	42.222222
2374:31136-31138	10.526316	9.15493	15.025907	25	16.666667	34.513274	41.176471	44.680851	25
2374:31146-31148	16.41791	11.940299	20.967742	34.090909	11.111111	34.513274	38.461538	53.333333	32.5
2374:32155-32157	25	26.470588	23.333333	21.830986	40	34.831461	50	25	20
2374:32157-32159	22.222222	21.212121	22.580645	21.276596	30	25.842697	33.333333	37.5	20
2374:32186-32188	41.666667	8.510638	26.829268	28.873239	27.272727	33.707865	56.25	45.454545	12.5
2374:32206-32208	78.571429	28.333333	76.744186	28.773919	13.649852	31.042129	75	72.727273	57.142857
2374:32212-32214	47.058824	11.940299	30.357143	11.200586	5.378832	18.216216	52.941176	72.727273	14.285714
2374:32227-32229	76.190476	37.254902	57.303371	40.160936	23.367995	47.297297	61.111111	75	40
2374:32234-32236	55.555556	21.818182	28.571429	23.54975	13.168605	34.883721	62.162162	76.190476	25
2374:32237-32239	34	22.033898	33.333333	22.148148	11.805556	29.277567	58.536585	65.384615	5.555556
2374:32245-32247	47.058824	28.75817	47.857143	35.364964	20.080901	41.747573	53.846154	78.125	35
2374:32264-32266	44.94382	27.184466	33.146067	25.346462	15.953757	34.607104	58.571429	69.444444	33.333333
2374:32267-32269	37.777778	14.634146	28.176796	17.919708	11.117528	25.255789	37.142857	61.538462	34.615385
2374:32302-32304	22.222222	8.679245	7.272727	7.445255	4.101675	14.523938	14.141414	39.130435	7.894737
2374:32306-32308	32.8125	12.639405	24.460432	20.211602	9.235669	22.832526	20	63.829787	18.918919
2374:32310-32312	32.8125	15.925926	24.731183	22.801897	10.600809	26.397849	19	52.173913	18.918919
2374:32319-32321	17.293233	7.380074	7.665505	5.144108	3.205313	7.100592	13	25.531915	2.777778
2374:32322-32324	19.512195	8.812261	8.421053	8.138686	4.01502	10.973642	12.371134	34.090909	5.263158
2374:32327-32329	19.327731	4.214559	6.785714	4.817518	2.512273	6.993007	13.402062	29.545455	5.405405
2374:32338-32340	40.495868	13.307985	22.807018	15.871833	9.818077	23.507262	22.105263	48.780488	10.810811
2374:32358-32360	39.285714	22.033898	44.150943	28.388747	15.406809	28.887689	39.285714	55.263158	40.540541
2374:32370-32372	38.202247	15.384615	36.244541	21.73913	11.489607	23.961144	33.846154	62.068966	25
2374:32385-32387	61.403509	34.645669	65.053763	43.67988	25.764192	43.907563	63.829787	47.826087	62.5
2374:32403-32405	64.705882	39.325843	60.15625	80	14.285714	61.538462	63.888889	61.538462	66.666667
2374:32946-32948	50	43.589744	43.75	9.573361	3.669725	11.111111	40.740741	61.538462	28.571429
2374:32988-32990	62.962963	26.666667	49.305556	37.696335	15.172956	17.250674	52.380952	82.352941	50
2374:33001-33003	25	10.126582	24.324324	17.631918	4.914197	9.16442	19.148936	31.25	35.714286
2374:33022-33024	53.125	21.929825	49.162011	34.083601	17.211838	16.981132	27.777778	61.111111	36.842105
2374:33028-33030	61.290323	31.896552	51.461988	40.502254	20.187062	18.648649	41.071429	64.705882	30
2374:33059-33061	63.333333	25	59.659091	49.742931	27.03125	17.250674	53.030303	83.333333	68.181818
2374:33070-33072	53.125	25.203252	45.652174	35.211268	15.583399	12.12938	39.726027	63.157895	50
2374:33084-33086	52.941176	33.6	50.909091	42.142399	23.14887	11.859838	42.647059	75	50
2374:33106-33108	35.294118	18.518519	34.931507	24.031517	8.125	10.0271	25.806452	66.666667	38.095238
2374:33126-33128	51.612903	39.316239	50.943396	38.622951	15.066354	16.032609	44.642857	52.941176	53.333333
2374:33133-33135	70.967742	61.016949	68.367347	47.942387	32.486051	43.343653	60.714286	88.235294	80
2374:33157-33159	57.142857	36.879433	22.891566	35.218509	23.237251	46.134663	52.727273	41.666667	21.428571
2374:33166-33168	19.512195	13.333333	10.843373	8.684864	7.261318	15.897436	21.818182	8.333333	7.142857
2374:33178-33180	51.162791	43.478261	30.666667	43.42723	25.662544	46.153846	41.666667	40	42.857143
2374:33185-33187	64.150943	64.238411	64.444444	70.588235	49.579832	64.676617	59.375	43.478261	94.117647
2374:33188-33190	78.947368	61.676647	66.666667	74.004684	52.031802	73.267327	68.656716	56	83.333333
2374:33195-33197	80	62.777778	72.641509	73.396675	50.750883	74.257426	63.888889	69.230769	83.333333
2374:33247-33249	52	33.691756	34.745763	42.757009	28.224382	46.898263	45.283019	52	51.351351
2374:33251-33253	49.006623	33.571429	26.970954	38.352941	28.565121	54.114713	47.321429	52.830189	47.368421
2374:33264-33266	59.281437	39.721254	42.962963	56.57277	34.010601	59.305211	53.913043	69.491525	45.238095
2374:33276-33278	28.063241	22.677596	15.681234	26.401869	14.620141	35.411471	28.873239	30.864198	21.212121
2374:33287-33289	25.949367	20.803783	15.416667	23.115578	16.694772	20.833333	25.862069	33.333333	14.942529
2374:33299-33301	10.240964	10.538642	3.225806	15.151515	4.073587	13.729977	12.921348	12.389381	4.347826
2374:33309-33311	21.551724	16.511628	8.531746	23.700624	7.870573	33.258929	23.913043	26.05042	12.765957
2374:33315-33317	30.27027	22.5	16.296296	8.979496	9.46756	11.666437	26.455026	31.451613	21.818182
2374:33325-33327	18.157895	15.418502	8.719852	4.646967	6.080175	8.913336	18.716578	15.702479	11.926606
2374:33336-33338	18.256131	9.567198	8.333333	4.143595	6.505055	8.834319	15.606936	19.65812	6.603774
2374:33341-33343	10.0271	4.772727	3.32681	1.356565	1.864944	4.469567	9.302326	6.956522	3.773585
2374:33366-33368	29.591837	16.564417	16.625917	15.231334	16.526459	23.294858	16.40625	31.182796	31.25
2374:33380-33382	20.242915	19.626168	9.803922	8.172418	14.697618	15.002998	31.496063	27.586207	20.289855
2374:33385-33387	10.756972	10.625	5.263158	3.251121	8.870968	10.182063	19.130435	13.580247	7.692308
2374:33401-33403	10	5.802048	3.246753	1.445303	3.139506	4.094181	13.084112	7.462687	1.818182
2374:33424-33426	3.97351	4.081633	7.006369	1.091158	1.834414	1.643034	5.405405	4.347826	9.375
2374:33430-33432	3.875969	3.351955	3.571429	1.08396	1.944003	1.898402	4.477612	2.5	7.407407
2374:33435-33437	2.459016	1.169591	2.4	0.536093	0.696481	0.885421	0	0	0
2374:33439-33441	6.837607	7.55814	8.943089	4.705882	4.991468	5.306685	8.474576	16.216216	17.391304
2374:33446-33448	3.539823	0.625	5.511811	2.962963	1.981707	3.092784	3.225806	5.128205	4
2374:33467-33469	25.287356	23.4375	28.125	29.294479	22.685185	28.549618	33.333333	27.586207	18.181818
2374:33494-33496	54.166667	51.25	60	60	52.688172	63.046757	67.741935	69.230769	64.285714
2374:33507-33509	39.534884	41.538462	60	57.492355	39.877301	59.667674	48.275862	75	42.857143
2374:33515-33517	28.571429	23.809524	32.258065	44.732824	27.230769	55.656109	24.137931	76.923077	36.363636
2374:33519-33521	50	55	60	65.29052	43.692308	68.92911	59.259259	69.230769	72.727273
2374:33535-33537	94.117647	78.431373	96	90.352221	89.093702	91.540785	100	84.615385	100
2374:33548-33550	76.923077	82.5	95.555556	87.423313	76.153846	85.951662	78.26087	69.230769	100
2374:33551-33553	85.185185	78.378378	100	88.343558	74.807988	88.066465	91.304348	84.615385	100
2374:33578-33580	56	64.864865	68.181818	68.711656	59.907834	70.241692	70.588235	90.909091	100
2374:33582-33584	85	80.645161	73.170732	77.182236	71.538462	84.29003	93.333333	100	100
2374:33586-33588	78.947368	70.967742	58.974359	66.003063	54.769231	68.126888	62.5	90	66.666667
2374:33598-33600	57.142857	55.882353	46.341463	42.266462	43.164363	54.614221	56.25	63.636364	40
2374:33602-33604	50	60.526316	64.583333	55.895865	50.307692	59.848485	68.75	77.777778	50
2374:33609-33611	44	52.631579	50	44.785276	39.631336	52.727273	44.444444	55.555556	50
2374:33625-33627	32.142857	33.333333	46.666667	43.816794	32.822086	30.257186	38.888889	42.857143	33.333333
2374:33634-33636	36	47.5	54.545455	51.089799	53.642384	54.258675	52.631579	33.333333	42.857143
2374:33644-33646	44.444444	48.717949	52	66.655208	68.646865	73.337766	61.904762	71.428571	75
2374:33648-33650	56	50	69.811321	78.353345	80.033003	82.204515	64.705882	85.714286	88.888889
2374:33657-33659	63.636364	62.264151	84.285714	89.365352	92.231405	93.563371	79.310345	64.705882	72.727273
2374:33660-33662	52.380952	60.344828	84.146341	82.274857	83.057325	67.527352	89.655172	46.666667	81.25
2374:33699-33701	36.690647	26.785714	39.19598	42.032748	25.287356	30.905077	45.454545	60	48
2374:33709-33711	50.675676	41.085271	48.660714	45.554446	31.514716	39.545885	55.714286	58.695652	58.62069
2374:33713-33715	71.974522	60.264901	72.50996	69.049521	59.08112	67.833491	82.666667	77.083333	87.5
2374:33747-33749	36.607143	30.875576	21.563342	17.644719	20.474138	27.249763	36.792453	35.714286	10.416667
2374:33752-33754	45.814978	32.718894	24.739583	23.819015	24.264178	31.691919	43.396226	55.555556	17.021277
2374:33757-33759	56.521739	40.740741	38.24228	33.904382	32.63839	40.748899	48.214286	58.974359	64
2374:33762-33764	45.736434	32.258065	20.512821	20.533227	23.922414	30.163728	44.166667	55	15.384615
2374:33872-33874	29.020979	15.413534	36.90205	34.451768	14.234364	26.456693	19.166667	31.428571	34.328358
2374:33881-33883	18.315018	10.4	23.459716	17.989629	8.291276	15.854042	16.190476	10.769231	14.925373
2374:33906-33908	21.912351	14.746544	18.024691	14.066547	12.140805	17.353034	21.428571	26.470588	18.965517
2374:33941-33943	5.164319	1.886792	3.498542	1.2749	0.78853	6.030151	1.639344	6.666667	4.444444
2374:33951-33953	1.960784	0	3.2	0.101283	0.642792	0.223589	6.976744	0	3.846154
2374:33968-33970	10.365854	2.4	7.407407	6.212596	5.865922	11.759582	2.272727	7.692308	6.896552
2374:34054-34056	10.465116	2.941176	4.109589	7.707668	1.564774	2.927623	10.25641	2.941176	0
2374:34060-34062	8.421053	3.508772	1.829268	4.052443	4.563857	6.444159	2.12766	0	0
2374:34073-34075	12.087912	2.970297	4.43038	2.54372	3.165256	7.074865	4.651163	5.714286	4.761905
2374:34086-34088	1.923077	1.315789	1.652893	0.432277	0.872324	1.772939	0	0	0
2374:34113-34115	6.666667	3.448276	0.925926	5.040038	3.765087	5.898276	7.407407	0	0
2374:34199-34201	6.956522	2.234637	2.307692	1.616992	1.809305	3.724319	2	4.651163	3.125
2374:34205-34207	3.125	3.225806	3.636364	1.782905	0.791481	2.894151	7.017544	2.12766	0
2374:34218-34220	3.571429	1.95122	3.741497	1.519385	1.251258	2.00263	7.692308	0	0
2374:34231-34233	1.273885	1.351351	1.731602	0.608004	0.593601	0.778958	3.030303	0	0
2374:34258-34260	0.625	2.752294	3.426791	5.150215	4.393701	5.100449	3.030303	1.666667	0
2374:34350-34352	1.470588	2.016129	3.171247	1.98993	1.303735	2.263374	3.571429	1.204819	5.084746
2374:34363-34365	3.636364	4.365079	4.07332	2.054357	1.726568	2.239775	3.157895	3.703704	1.515152
2374:34390-34392	0.816327	2.661597	2.495202	0.543826	0.652212	0.498483	0.877193	2.325581	3.448276
2374:34403-34405	2.358491	2.953586	1.518438	4.507564	4.102677	5.779306	1.923077	0	3.75
2374:34489-34491	4.635762	3.571429	2.341137	7.199852	2.660407	10.32	6.779661	6.666667	4.545455
2374:34495-34497	3.030303	3.278689	2.469136	4.187512	0.548446	8.680311	1.408451	0	0
2374:34508-34510	2.112676	2.366864	4.810997	3.075783	1.190476	4.571027	4.761905	4.255319	6.122449
2374:34521-34523	0.840336	1.526718	0.395257	0.909935	0.274474	1.90678	6.818182	2.941176	2.777778
2374:34548-34550	1.123596	2	0.515464	4.502586	2.332362	6.119951	3.448276	0	0
2374:34640-34642	6.896552	0	4.458599	4.256996	5.652621	8.353808	11.111111	0	3.703704
2374:34693-34695	3.333333	0	17.880795	24.756253	2.586207	6.404494	3.571429	20	30
2374:34779-34781	4.285714	3.883495	3.211009	4.69684	2.021277	8.214063	3.030303	0	2.941176
2374:34785-34787	3.75	3.571429	5.309735	3.756859	1.873244	8.770302	0	0	2.941176
2374:34798-34800	3.061224	7.971014	4.508197	2.700422	2.184087	7.656613	0	14.285714	5.128205
2374:34811-34813	1.709402	1.30719	0	0.464331	0.343214	1.994434	0	2.439024	2.12766
2374:34838-34840	1.438849	0	1.25	5.596698	7.518116	7.840808	4.166667	4.444444	1.923077
2374:34930-34932	1.769912	2.941176	4.398148	3.814439	2.793802	3.381866	4.411765	0	5.555556
2374:34943-34945	2.252252	4.458599	2.179177	1.913258	1.787533	2.707533	1.538462	2.941176	8.219178
2374:34970-34972	1.156069	0.806452	0.879765	0.989988	0.961538	1.414061	0	0	2
2374:34983-34985	0.694444	5.454545	2.364865	4.324705	3.272774	4.190069	0	0	0
2374:35078-35080	2.816901	1.010101	2.617801	1.679664	1.767677	4.774084	0	0	0
2374:35088-35090	2.777778	1.041667	2.808989	0.842359	1.178451	2.30179	3.030303	0	7.692308
2374:35109-35111	2.857143	1.136364	1.875	6.581059	4.814443	8.998647	0	0	0
2374:35140-35142	31.506849	18.072289	15.602837	14.92155	13.860846	34.907517	25.806452	44.444444	0
2374:35152-35154	12.676056	5	1.324503	0.850288	4.143277	12.190326	9.375	0	0
2374:35157-35159	13.235294	7.216495	2.631579	1.911408	5.326552	14.942981	9.375	22.222222	0
2374:35180-35182	18.181818	7.407407	0	2.737226	8.099439	14.752164	6.451613	14.285714	0
2374:35215-35217	7.317073	0.840336	0.662252	1.123254	0.854929	7.05002	2.325581	0	0
2374:35222-35224	11.688312	0	0.680272	0.850547	1.015228	7.252661	0	0	8.333333
2374:35225-35227	11.842105	3.703704	8.510638	0.973532	0.668092	6.866614	16.666667	10.526316	8.333333
2374:35228-35230	9.090909	1.923077	0	0.987959	0.96231	5.79782	0	0	0
2374:35274-35276	26.666667	13.924051	14.43299	8.96164	7.407407	16.875252	15.625	62.5	9.090909
2374:35333-35335	7.692308	5.504587	6.060606	2.149503	2.636625	7.836764	14.285714	4	8.333333
2374:35365-35367	1.351351	2.898551	2.259887	0.960307	0.858779	1.986277	5.084746	0	0
2374:35367-35369	4	1.438849	1.657459	1.697086	1.09576	1.660051	1.694915	0	9.52381
2374:35420-35422	5.714286	10.47619	1.477833	5.068472	3.092784	6.63011	7.5	0	0
2374:35478-35480	16.129032	23.684211	2.020202	5.647611	0.766284	6.202723	16.666667	10	13.636364
2374:35565-35567	3.448276	4.6875	3.278689	6.303961	6.590258	7.896857	3.225806	7.142857	12.5
2374:35655-35657	3.921569	5.555556	1.779359	0.926264	1.953917	5.805182	4.615385	0	0
2374:35657-35659	7.54717	5.555556	0.714286	1.145503	2.265611	4.822835	1.5625	4.347826	4.761905
2374:35767-35769	0	12.5	2.970297	2.816901	0	3.614458	11.111111	20	0
2374:35854-35856	7.142857	0	7.246377	8.848797	6.01467	6.643357	0	6.666667	15.625
2374:35944-35946	2.083333	8.695652	2.264151	1.180151	12.740544	0.77891	6.521739	0	0
2374:35946-35948	2.040816	3.680982	3.041825	5.894077	4.731373	16.38756	2.150538	0	2.272727
2374:35999-36001	6.521739	9.473684	2.898551	5.143316	11.769291	21.8107	5.555556	0	7.317073
2374:36144-36146	10.526316	3.703704	8.045977	19.642857	54.545455	2.923977	13.333333	0	0
2374:36494-36496	5.263158	1.818182	4.761905	1.052632	0	0	3.333333	0	0
2374:36526-36528	4.511278	3.424658	1.595745	0.910931	0	0	1.481481	4.054054	0
2374:36528-36530	6.007067	1.644737	3.299492	6.673407	1.25	0	2.898551	6.578947	1.666667
2374:36581-36583	5.607477	2.298851	5.555556	32.86385	6.670372	8.916031	1.898734	6.818182	2.777778
2374:36671-36673	3.910615	6.081081	1.607717	2.20662	3.209537	2.618955	1.428571	0	2.777778
2374:36673-36675	7.027027	4.081633	11.803279	12.286861	3.623022	6.207075	4.285714	2.12766	8.571429
2374:36679-36681	14.583333	9.090909	8.333333	1.077586	0.820152	1.744186	15.789474	20	16.666667
2374:36726-36728	23.188406	4.166667	18.35443	10.699123	3.849028	11.336465	18.181818	21.73913	25
2381:33574-33576	0	0	0	1.408451	1.010101	0	0	0	16.666667
2381:33582-33584	0	7.692308	2.325581	0.938967	0	0	12.5	8.333333	0
2381:33689-33691	0	0	5.405405	7.397959	6.21118	1.294498	0	0	40
2388:16970-16972	16.666667	0	0	0	0.854701	0.925926	0	14.285714	0
2388:16980-16982	0	0	4.545455	1.149425	0.840336	2.777778	0	0	0
2388:16994-16996	9.090909	0	4.545455	1.149425	1.680672	2.777778	0	0	0
2388:17010-17012	9.090909	0	0	0	0.840336	4.166667	0	0	0
2388:17023-17025	8.333333	0	0	6.109325	1.449275	2.941176	0	0	0
2397:65790-65792	2.068966	1.257862	1.025641	0	0	0	1.123596	4.651163	1.428571
2397:65797-65799	3.787879	1.242236	1.428571	8.333333	0	0	2.222222	2.564103	10.9375
2397:65827-65829	1.694915	1.123596	2.040816	0	0	0	0.909091	1.176471	1.282051
2397:65893-65895	1.351351	1.195219	2.150538	0	0	0	0	0	0
2397:66120-66122	1.52439	2.723735	1.345291	0	0	0	2.068966	0.787402	0.769231
2397:66160-66162	1.190476	1.538462	1.762115	0	0	20	0.657895	0.78125	3.278689
2397:66246-66248	1.058201	1.680672	0.425532	0	0	14.285714	1.149425	0	1.408451
2397:66253-66255	4.41989	3.389831	6.19469	8.333333	0	28.571429	5.617978	5.194805	5.797101
2397:66283-66285	0.884956	1.257862	2.352941	0	0	14.285714	0.990099	2.040816	2.325581
2397:66349-66351	2.369668	2.020202	1.035197	2.702703	0	11.111111	2.816901	1.315789	0.70922
2397:66389-66391	1.55902	1.253918	2.45283	21.73913	0	0	0	1.851852	2
2397:66463-66465	0.917431	0.438596	2.538071	4.347826	0	0	1.492537	1.369863	0
2397:66475-66477	0.754717	2.941176	1.54321	0	0	0	3.361345	2.290076	1.6
2397:66512-66514	0	1.694915	2.359882	0	0	0	0	1.526718	1.612903
2397:66578-66580	1.201923	1.403509	0.998004	5.263158	0	0	2.890173	1.630435	0.719424
2397:66618-66620	1.398601	1.315789	2.578269	12.5	0	0	1.129944	3.108808	3.053435
2397:66692-66694	1.760563	1.477833	2.099738	0	0	14.285714	0.806452	2.580645	1.904762
2397:66704-66706	0.900901	2.702703	1.488095	0	0	14.285714	0	0.769231	2.020202
2397:66711-66713	2.403846	2.547771	3.481013	0	0	16.666667	2.12766	0.819672	2.020202
2397:66741-66743	0.404858	0.564972	2.083333	0	0	12.5	0	2.34375	0.806452
2397:66807-66809	0.985222	1.607717	1.369863	12.5	0	12.5	3.825137	0	1.37931
2397:66847-66849	1.157407	0.946372	1.919386	20	16.666667	0	0	3.910615	0.657895
2397:66921-66923	1.986755	2.415459	0.530504	0	0	20	2.684564	2.777778	0.892857
2397:67036-67038	1.116071	1.886792	1.176471	9.52381	0	0	2.515723	1.142857	2.189781
2397:67076-67078	0.858369	0.60241	3.531599	17.647059	0	0	0	0.512821	3.649635
24:671760-671762	33.333333	16.666667	0	0	0	0	41.666667	40	0
24:1271803-1271805	0	0	0	0	0	0	0	0	0
24:1271833-1271835	0	0	0	0	0	0	11.111111	0	0
24:1271838-1271840	2.702703	12.5	4.651163	0	9.090909	0	11.111111	20	12.5
24:1272082-1272084	3.703704	21.052632	6.060606	0	0	0	13.333333	33.333333	0
24:1274420-1274422	0	8.333333	0	0	0.462963	0	10	0	0
240:78386-78388	83.333333	0	14.285714	28.350515	0	56.31068	0	60	20
2401:38324-38326	0	0	0	0	0	0	0	0	11.111111
2401:38343-38345	0	0	6.896552	0	0	0	0	0	0
2401:38359-38361	0	0	0	0	0	0	0	0	14.285714
2401:38372-38374	0	0	0	0	0	0	0	0	0
2401:38374-38376	0	0	0	0	0	0	0	0	0
2401:39651-39653	4.166667	7.142857	0	0.258956	0.552486	0.816853	0	0	0
2401:39667-39669	4.166667	7.142857	3.448276	2.031115	2.418798	3.138435	7.692308	0	0
2401:39681-39683	0	7.142857	0	0.906736	0.966851	2.149613	0	16.666667	0
2401:39691-39693	0	7.142857	0	0.258956	0.483425	1.678141	0	16.666667	0
2401:39695-39697	0	0	0	0.64907	0.89779	2.32458	0	0	0
2401:39699-39701	0	0	0	1.294778	0.691563	1.978495	0	0	0
2401:39704-39706	0	0	3.225806	0.431593	0.414365	1.504729	7.692308	0	0
2401:39712-39714	0	0	0	35.526316	30.30303	80.434783	0	0	0
2424:1114-1116	0	0	7.692308	0.987167	0.49505	1.141553	0	16.666667	16.666667
244:252816-252818	4	0	0	0.773861	0	0.896191	0	0	0
2446:43725-43727	3.846154	40	27.272727	10.375276	13.953488	3.04878	66.666667	20	50
2446:43730-43732	0	46.666667	25.423729	11.946903	5.813953	3.04878	81.818182	0	33.333333
2446:43744-43746	0	40	26.666667	10	13.580247	1.086957	53.846154	0	30
