"","PolyA_1041","PolyA_1471","PolyA_1637","RiboDep_1041","RiboDep_1471","RiboDep_1637"
"g29994",330,224,273,120,86,118
"g30002",2762,2275,2172,2085,2040,2250
"g30005",643,616,476,762,989,1048
"g30009",406,352,310,198,138,136
"g30016",159,100,85,178,95,169
"g30018",343,233,239,310,274,253
"g30045",0,0,0,12,12,5
"g30046",0,0,0,7,4,9
"g30064",52,49,54,97,50,83
"g30069",152,95,122,335,216,286
"g30071",0,0,0,36,12,17
"g30065",147,126,115,1238,643,888
"g30067",180,284,185,797,499,750
"g30070",338,345,306,793,440,586
"g30073",1204,1127,922,599,322,356
"g30139",0,0,0,8,8,5
"g30166",239,72,118,208,151,179
"g30159",176,100,66,209,106,125
"g30160",2307,1261,1235,859,395,467
"g30188",1026,663,754,522,332,351
"g30227",0,0,0,13,12,7
"g30224",3,4,5,22,9,8
"g30237",338,199,356,574,585,581
"g30239",299,352,180,118,90,83
"g30242",189,124,79,253,193,150
"g30246",15,13,13,28,35,59
"g30256",444,1126,565,2207,4391,2325
"g30257",936,2315,942,2987,6133,3487
"g30262",1,0,0,27,10,18
"g30275",789,509,562,308,175,211
"g30291",0,0,0,15,5,15
"g30295",0,1,0,4,5,7
"g30296",0,0,0,20,20,19
"g30302",3627,3131,2764,3836,3150,3796
"g30358",287,222,172,106,47,81
"g30367",780,456,567,1518,827,1396
"g30368",381,215,268,1706,1456,2125
"g30369",963,898,834,1023,883,1091
"g30370",610,561,497,1540,1118,1396
"g30378",61,92,61,150,75,124
"g30379",751,807,639,990,1033,978
"g30386",174,252,166,260,296,275
"g30428",0,6,0,31,26,23
"g30430",0,17,17,88,78,66
"g30432",12,26,7,51,34,49
"g30457",0,0,0,11,4,2
"g30460",57,57,79,178,143,171
"g30464",712,431,469,999,736,820
"g30496",10,0,5,30,32,38
"g30502",11,4,3,29,13,32
"g30523",53,24,54,96,31,98
"g30527",296,206,171,353,227,308
"g30536",165,145,112,157,202,194
"g30542",735,422,493,211,188,226
"g30543",418,171,299,431,250,313
"g30566",31,21,32,53,26,62
"g30565",1159,625,861,1221,798,1336
"g30582",73,43,99,103,128,141
"g30588",945,442,738,933,504,870
"g30587",305,205,244,618,308,610
"g30590",386,203,223,122,60,103
"g30591",627,342,632,1156,455,1073
"g30603",0,0,0,16,8,23
"g30602",1138,930,1177,2303,1413,2778
"g30608",0,0,0,29,4,10
"g30613",3,0,0,28,10,20
"g30644",17,17,9,44,36,36
"g30648",7,9,6,110,204,166
"g30650",13,12,14,71,34,41
"g30668",35,23,22,47,31,32
"g30712",50,27,24,63,61,52
"g30681",343,210,266,108,64,102
"g30704",0,0,0,111,56,111
"g30706",557,409,381,1430,1260,1460
"g30675",762,415,472,255,168,217
"g30677",65,39,38,138,129,143
"g30693",664,386,391,515,394,402
"g30699",318,337,344,565,303,424
"g30700",286,288,291,724,719,780
"g30705",215,206,168,256,322,265
"g30707",203,196,223,254,260,255
"g30754",99,86,67,297,164,192
"g30755",10,5,0,444,388,385
"g30770",0,0,0,9,4,3
"g30768",131,113,90,407,314,428
"g30766",1306,1054,891,1390,920,1111
"g30773",393,312,258,115,130,76
"g30779",85,42,64,164,69,118
"g30785",14,14,11,339,133,250
"g30786",4,3,0,93,48,62
"g30800",29,26,25,39,41,36
"g30805",0,0,0,34,11,17
"g30812",6,1,5,35,24,14
"g30806",61,57,66,86,129,93
"g30809",210,189,182,398,239,293
"g30811",4,0,0,17,7,17
"g30821",0,0,0,152,54,172
"g30825",751,669,529,281,164,236
"g30847",11,6,0,42,25,17
"g30829",36,22,6,65,41,46
"g30830",1152,686,648,888,628,702
"g30862",0,0,0,15,1,11
"g30855",48,42,58,98,76,94
"g30856",157,56,108,217,98,136
"g30857",843,506,624,836,757,955
"g30866",295,268,227,149,107,117
"g30870",0,0,0,9,3,16
"g30879",0,3,0,19,15,12
"g30881",0,0,0,5,10,5
"g30885",0,0,0,19,7,13
"g30877",15,26,19,43,46,41
"g30929",512,337,393,498,411,478
"g30930",163,114,106,371,176,369
"g30943",267,270,232,406,262,334
"g30955",5,10,4,18,32,22
"g30954",9,11,0,52,26,49
"g30974",50,67,27,306,215,189
"g30976",16,0,18,71,49,42
"g30981",74,62,60,118,148,144
"g30979",525,621,370,1223,759,689
"g30978",10,6,0,49,22,20
"g30991",520,407,425,213,141,166
"g30996",3128,2956,2947,3628,5585,5150
"g30995",1253,944,1020,1242,1440,1521
"g31008",1484,1060,1220,512,375,516
"g31014",228,135,116,253,170,213
"g31045",28,39,35,56,64,64
"g31062",0,0,0,12,8,20
"g31057",73,25,36,136,85,164
"g31125",7,0,7,31,19,11
"g31136",20,0,12,170,14,126
"g31097",30,7,19,123,10,94
"g31101",29,20,4,61,30,45
"g31146",740,532,427,831,458,572
"g31157",433,263,327,350,257,341
"g31159",0,0,0,16,4,18
"g31162",398,169,285,130,79,110
"g31168",381,237,297,457,267,316
"g31166",7,12,12,42,7,52
"g31171",149,205,117,207,159,223
"g31172",117,77,106,49,31,32
"g31191",0,0,0,65,29,53
"g31209",0,0,0,25,30,23
"g31226",447,360,326,186,78,148
"g31234",461,455,483,564,463,501
"g31259",420,286,331,146,129,159
"g31263",0,5,0,33,9,21
"g31264",499,472,316,217,168,183
"g31276",1279,1120,879,670,447,464
"g31278",296,206,219,116,63,93
"g31286",0,3,0,18,14,12
"g31288",230,242,208,362,244,313
"g31306",70,17,43,74,42,134
"g31309",106,65,53,106,91,70
"g31313",99,47,66,264,109,182
"g31318",427,260,276,401,222,285
"g31323",890,927,733,1565,1338,1501
"g31324",219,146,123,71,48,65
"g31333",89,99,111,147,113,146
"g31334",220,337,253,337,376,420
"g31339",86,64,88,310,490,434
"g31341",174,222,170,474,881,725
"g31349",65,71,70,85,141,116
"g31355",114,55,83,119,85,97
"g31376",6,0,8,32,40,30
"g31403",0,0,0,52,19,30
"g31412",481,385,398,624,334,438
"g31509",1,0,0,12,5,6
"g31510",381,337,292,144,118,101
"g31514",64,77,29,155,226,179
"g31515",186,199,167,72,63,53
"g31520",104,59,117,171,114,136
"g31546",4,0,0,20,25,59
"g31551",761,441,557,275,205,277
"g31554",4,0,0,16,11,8
"g31555",210,377,237,385,829,566
"g31557",348,768,390,604,1443,854
"g31562",111,121,102,43,40,32
"g31581",3,4,1,16,11,8
"g31586",33,30,26,52,85,49
"g31588",533,128,163,1594,287,380
"g31598",456,482,305,190,140,112
"g31599",0,0,0,18,8,12
"g31604",46,31,41,66,43,45
"g31608",301,255,156,123,75,83
"g31610",400,388,280,133,119,131
"g31612",739,517,575,357,165,271
"g31625",0,0,0,2,7,6
"g31620",409,220,197,470,220,402
"g31636",0,0,0,24,6,12
"g31627",844,797,601,1571,1430,1638
"g31629",1096,1356,1164,485,333,414
"g31672",16,31,26,114,34,49
"g31707",4,0,0,23,8,6
"g31716",1927,1473,1488,1649,1282,1441
"g31739",708,562,472,598,520,646
"g31788",0,0,0,70,15,39
"g31822",637,358,497,207,96,238
"g31843",39,21,33,98,88,155
"g31852",52,33,52,77,54,76
"g31860",0,0,0,39,40,52
"g31875",28,14,13,42,50,23
"g31878",135,75,49,142,79,106
"g31916",50,41,61,100,48,67
"g31923",279,241,268,143,95,112
"g31928",61,33,36,88,53,53
"g31945",2474,1693,1996,626,873,735
"g31956",106,106,128,162,120,139
"g31977",86,84,47,118,87,114
"g31980",82,34,54,89,99,111
"g31991",546,531,336,1373,585,889
"g31990",523,607,351,743,450,478
"g31993",18,9,12,88,19,51
"g31997",171,122,107,67,46,34
"g31999",188,116,129,244,93,152
"g32018",88,94,68,100,126,178
"g32020",218,157,143,208,160,165
"g32026",176,147,138,218,125,221
"g32030",336,217,219,128,98,109
"g32045",383,214,227,697,441,601
"g32058",10,12,4,41,32,45
"g32057",94,64,49,145,105,122
"g32078",144,64,45,206,75,112
"g32114",50,58,45,90,65,70
"g32122",94,25,51,205,181,251
"g32125",888,460,736,926,491,975
"g32144",0,0,0,9,15,23
"g32143",1190,1051,1084,1643,2292,2618
"g32146",49,45,23,112,52,80
"g32153",193,188,211,90,43,91
"g32158",157,138,78,457,419,387
"g32157",115,117,108,362,338,365
"g32161",76,86,85,120,123,139
"g32181",84,55,92,200,64,147
"g32187",236,164,195,98,52,86
"g32191",183,102,149,218,253,240
"g32190",1023,775,875,1514,2096,1905
"g32192",117,80,68,136,61,109
"g32209",3964,5035,4971,1080,1816,1622
"g32226",32,30,40,89,45,51
"g32211",2540,2620,2026,2538,2137,2401
"g32213",139,320,136,4360,4120,4212
"g32215",18,13,0,238,220,225
"g32210",1026,848,746,372,319,365
"g32212",1206,1394,960,5532,5825,5994
"g32216",11,13,14,307,233,268
"g32258",337,205,253,603,444,500
"g32263",9,26,22,67,57,49
"g32274",0,0,0,5,5,4
"g32304",0,0,0,44,7,9
"g32322",509,391,419,384,475,571
"g32323",318,358,337,178,75,119
"g32329",0,0,0,14,14,13
"g32336",0,0,0,33,12,13
"g32330",171,170,130,235,162,224
"g32343",162,208,189,308,295,341
"g32358",45,37,19,49,58,43
"g32391",262,149,110,85,43,49
"g32405",298,281,249,315,240,274
"g32411",40,81,37,269,293,263
"g32412",63,75,85,279,212,177
"g32429",263,120,139,342,175,244
"g32450",1419,1107,921,685,438,536
"g32455",1270,808,981,341,285,375
"g32467",752,946,476,1919,1579,1531
"g32481",33,18,23,54,40,45
"g32482",14,35,13,156,88,169
"g32504",24,30,14,44,39,31
"g32534",0,7,20,86,67,42
"g32533",17,55,31,275,179,141
"g32568",1373,1455,1090,820,457,560
"g32613",111,62,63,143,72,132
"g32618",600,479,347,596,436,526
"g32639",2423,1504,3268,2454,3633,5785
"g32652",429,249,238,696,359,450
"g32664",71,28,44,73,53,59
"g32672",10,0,15,66,35,78
"g32678",83,28,43,115,58,57
"g32683",110,63,57,155,114,162
"g32685",715,514,563,307,162,294
"g32688",10,13,0,41,72,32
"g32687",205,226,192,79,81,77
"g32686",1,0,0,5,14,9
"g32689",125,186,125,357,264,333
"g32697",28,12,17,57,29,36
"g32701",652,375,500,284,188,207
"g32703",125,100,58,125,110,122
"g32717",294,249,212,112,81,114
"g32728",136,79,84,223,154,158
"g32729",307,228,246,123,75,80
"g32740",367,78,172,1677,288,1097
"g32748",59,37,37,85,33,58
"g32753",917,943,625,1167,1060,1137
"g32754",3784,2818,2510,2968,2814,2711
"g32761",60,47,66,153,60,115
"g32760",757,733,563,445,242,281
"g32767",269,192,117,313,268,283
"g32772",0,2,0,19,7,12
"g32768",237,162,141,449,132,258
"g32773",0,0,0,45,7,62
"g32776",540,370,440,168,128,195
"g32781",1399,713,1071,452,296,476
"g32792",9,17,9,63,132,94
"g32791",124,115,58,260,417,286
"g32790",347,714,489,593,1339,852
"g32796",0,6,10,41,50,25
"g32828",22,31,23,96,56,55
"g32835",388,276,300,198,86,124
"g32841",46,46,77,80,92,76
"g32851",0,0,0,68,55,68
"g32853",316,384,328,176,60,142
"g32861",53,36,29,48,82,69
"g32860",57,41,55,75,64,66
"g32871",0,0,0,57,6,11
"g32888",29,16,36,62,46,63
"g32897",1016,1104,782,1724,2096,1899
"g32896",1233,1261,975,1202,1176,1276
"g32900",539,584,477,2093,2295,2534
"g32902",1616,1497,1465,3246,3954,3462
"g32903",184,325,266,286,388,398
"g32915",3,0,3,33,3,28
"g32922",11,9,11,47,21,41
"g32927",11,0,13,41,68,52
"g32939",937,821,708,1012,712,805
"g32944",950,1288,559,1255,1330,1000
"g32955",7,0,0,35,34,3
"g32951",159,322,178,378,509,603
"g32960",13,18,21,32,28,36
"g32957",0,0,0,42,19,26
"g32956",887,735,776,481,232,371
"g33032",2,0,0,7,14,6
"g33045",129,80,84,159,92,129
"g33011",0,7,0,25,77,29
"g33024",61,49,27,137,52,79
"g32997",134,126,115,404,337,260
"g33000",99,52,34,274,79,122
"g33050",0,0,0,6,5,15
"g33060",26,27,32,63,39,40
"g33078",1,10,10,77,78,65
"g33073",36,25,15,86,39,41
"g33070",97,147,77,329,227,286
"g33072",73,125,65,282,213,246
"g33083",22,7,15,80,24,50
"g33100",907,750,658,320,335,356
"g33146",0,0,0,30,26,32
"g33167",0,0,0,3,12,14
"g33202",0,0,0,29,16,24
"g33203",503,407,375,195,140,126
"g33207",8,4,8,28,20,14
"g33220",117,140,109,45,28,54
"g33217",965,932,766,1744,1096,1481
"g33218",1757,1450,1183,981,600,739
"g33225",261,180,185,100,65,48
"g33248",0,0,0,50,20,43
"g33247",488,385,301,647,542,542
"g33244",8621,8606,7695,3196,2404,3004
"g33238",440,225,306,377,317,325
"g33255",9,0,0,36,29,29
"g33281",1,1,5,14,12,13
"g33312",24,18,24,162,34,60
"g33328",10,0,10,32,39,41
"g33334",257,195,218,116,69,65
"g33335",256,209,194,344,291,385
"g33340",0,0,0,23,28,23
"g33352",74,89,54,100,121,101
"g33404",636,403,305,226,173,151
"g33423",64,26,39,136,102,148
"g33427",0,0,0,13,10,9
"g33485",841,614,615,953,904,813
"g33497",307,350,225,345,283,381
"g33499",268,106,153,266,169,229
"g33500",319,154,140,83,68,68
"g33510",296,236,141,348,347,360
"g33512",523,453,339,192,135,182
"g33526",238,113,116,323,177,178
"g33528",29,27,23,44,56,28
"g33529",651,413,534,630,529,734
"g33535",0,0,0,5,6,3
"g33544",0,0,0,7,8,4
"g33547",28,51,43,386,305,261
"g33538",430,711,327,1102,601,720
"g33540",156,317,112,557,236,305
"g33541",60,130,40,382,159,166
"g33545",10,5,0,79,73,88
"g33546",6,0,10,57,64,47
"g33561",36,31,50,96,69,86
"g33564",0,0,0,43,40,31
"g33575",535,543,562,850,751,853
"g33578",260,285,200,1004,634,901
"g33588",4,9,4,62,38,44
"g33586",19,24,22,60,57,51
"g33599",122,121,117,293,273,264
"g33600",104,77,137,175,187,192
"g33604",1125,1025,822,1983,1740,1794
"g33634",344,174,255,409,428,351
"g33635",1185,770,1233,1046,960,1473
"g33636",9,5,5,32,29,26
"g33637",437,266,260,611,253,299
"g33644",228,171,256,80,69,89
"g33682",78,95,76,94,194,141
"g33680",48,48,52,73,102,85
"g33700",167,132,76,181,122,123
"g33707",365,267,298,203,98,124
"g33710",166,169,115,71,45,66
"g33727",223,263,199,110,80,92
"g33751",35,46,50,90,83,70
"g33718",2221,1127,1337,2196,1768,2087
"g33764",609,484,503,723,636,756
"g33770",1166,907,977,397,402,467
"g33775",2178,2378,1940,2302,1784,2113
"g33773",86,117,58,152,123,155
"g33802",30,32,29,42,46,42
"g33803",13,16,17,37,37,84
"g33809",3227,2911,2599,5534,3448,4601
"g33818",603,477,452,591,356,448
"g33836",521,617,392,256,190,149
"g33838",374,280,280,153,104,157
"g33863",38,7,28,74,34,76
"g33868",1,0,0,13,5,10
"g33874",85,65,90,125,153,180
"g33875",24,11,15,64,89,52
"g33873",7,24,5,20,69,69
"g33879",63,76,55,128,102,110
"g33884",260,210,229,101,68,87
"g33886",24,31,23,64,21,47
"g33883",954,555,634,1037,1039,1081
"g33905",371,306,293,970,836,743
"g33906",940,832,658,1160,715,829
"g33909",567,370,377,511,493,520
"g33926",4,20,8,34,40,44
"g33912",1158,524,659,454,236,317
"g33933",110,96,109,43,29,43
"g33937",5,4,8,26,10,15
"g33936",649,298,281,213,81,135
"g33939",1588,1255,1090,3267,1787,2495
"g33941",1800,1614,1537,789,400,568
"g33943",713,666,507,1324,757,1127
"g33953",145,103,113,155,83,128
"g33956",4,0,6,34,12,25
"g33968",129,105,117,159,114,117
"g33986",1679,1203,1342,786,567,651
"g34005",16,15,9,42,55,38
"g33988",302,410,263,182,69,97
"g33992",243,170,150,281,200,267
"g33996",1194,967,997,1873,1114,1677
"g34016",0,0,0,32,14,20
"g34018",217,241,145,530,513,398
"g34020",79,98,52,349,311,364
"g34023",149,120,105,296,141,221
"g34044",11,4,4,38,41,24
"g34072",0,37,29,169,58,116
"g34073",1332,1262,1133,2674,1421,2042
"g34074",0,0,0,38,13,24
"g34075",1008,859,778,608,297,373
"g34076",0,0,0,235,53,111
"g34083",354,256,304,388,246,301
"g34088",744,518,630,298,131,232
"g34089",378,150,205,787,440,600
"g34091",438,345,331,249,133,165
"g34159",2,0,0,9,5,10
"g34167",136,112,84,51,32,43
"g34179",673,626,449,781,455,515
"g34233",0,0,0,15,14,15
"g34289",0,0,4,126,106,130
"g34337",0,0,0,58,24,13
"g34348",27,21,12,31,32,30
"g34354",659,458,460,604,405,442
"g34398",0,0,0,36,24,27
"g34411",0,0,0,26,22,9
"g34410",278,248,197,117,73,74
"g34461",0,0,3,171,6,86
"g34489",99,84,106,339,193,258
"g34487",134,91,61,345,156,263
"g34504",159,48,76,534,123,154
"g34549",0,0,0,13,11,21
"g34526",0,0,0,6,9,8
"g34565",128,137,97,209,147,136
"g34571",53,30,30,59,47,43
"g34573",143,39,81,207,77,137
"g34574",528,307,271,550,462,443
"g34585",14,3,12,32,28,13
"g34583",45,36,26,60,38,39
"g34591",271,141,147,379,149,272
"g34599",27,21,11,41,29,38
"g34604",331,235,231,144,100,79
"g34605",147,95,76,232,112,172
"g34607",389,352,316,486,407,476
"g34622",38,43,25,60,51,44
"g34631",742,472,374,274,177,211
"g34655",122,119,95,211,146,281
"g34666",292,152,131,471,208,231
"g34669",204,123,96,259,159,155
"g34676",2842,2252,2406,1211,914,1066
"g34695",0,0,0,25,29,37
"g34696",13,30,14,68,35,47
"g34707",203,153,137,77,42,54
"g34705",168,115,127,75,43,57
"g34708",2,0,0,53,52,38
"g34712",862,570,649,1059,599,1029
"g34713",0,0,0,40,35,49
"g34719",90,71,97,145,67,102
"g34718",119,118,125,473,384,452
"g34720",861,662,774,830,529,768
"g34726",821,574,569,352,283,259
"g34730",286,192,173,231,176,220
"g34738",167,261,183,568,286,409
"g34740",156,120,107,58,48,48
"g34780",90,68,99,138,90,158
"g34787",0,4,10,29,20,22
"g34813",0,0,7,19,18,26
"g34833",0,0,0,21,15,10
"g34830",215,223,122,250,172,194
"g34831",88,51,68,178,59,86
"g34845",370,351,315,361,335,396
"g34856",167,50,63,211,111,177
"g34857",94,58,84,146,113,138
"g34868",0,0,0,11,17,13
"g34891",21,11,30,40,40,41
"g34906",127,50,53,113,109,85
"g34907",11,6,0,47,22,28
"g34909",1334,1081,682,1366,1183,931
"g34934",59,30,55,98,44,83
"g34943",156,66,85,137,154,158
"g34947",560,381,443,524,298,430
"g34951",19,8,9,37,29,18
"g34956",41,23,28,53,31,37
"g34962",482,272,405,200,107,152
"g34963",120,114,105,210,83,147
"g34965",0,0,0,307,185,203
"g34974",56,76,64,1116,1618,1087
"g34976",50,104,54,563,332,327
"g34977",103,145,67,1522,2994,1949
"g34968",136,228,157,1045,1226,763
"g34969",0,0,0,659,629,576
"g34973",250,485,309,2730,7302,4289
"g34967",368,475,289,1483,867,785
"g34970",147,295,139,739,2075,862
"g34971",310,436,319,2409,4719,3053
"g34972",149,289,154,1062,722,723
"g34978",115,132,108,981,984,956
"g34982",75,78,66,459,243,282
"g34979",16,34,18,66,73,50
"g34980",36,58,32,208,238,133
"g34984",863,1169,739,2004,1461,1557
"g34986",116,155,113,173,134,147
"g35022",100,56,67,112,76,97
"g35050",9,15,13,81,63,56
"g35049",89,131,52,437,236,391
"g35046",204,284,155,453,575,573
"g35047",220,226,186,801,660,735
"g35045",54,86,50,128,242,231
"g35048",24,50,22,140,163,184
"g35055",237,144,204,317,200,349
"g35056",488,541,421,584,510,597
"g35062",57,43,71,109,86,61
"g35072",0,0,0,42,20,26
"g35106",30,19,0,174,197,144
"g35104",250,185,177,115,54,73
"g35107",44,26,37,123,147,131
"g35129",910,706,818,420,180,304
"g35140",26,33,38,66,43,43
"g35141",29,26,31,73,55,61
"g35136",174,43,80,451,253,450
"g35133",759,310,401,1588,639,1048
"g35134",89,67,67,327,176,243
"g35151",269,169,173,78,54,86
"g35155",800,519,562,1198,2842,2066
"g35173",0,0,0,6,3,6
"g35179",295,286,170,104,77,91
"g35208",93,96,139,130,160,201
"g35210",717,466,420,257,186,218
"g35222",86,37,55,174,180,260
"g35223",0,0,0,31,13,16
"g35228",330,240,254,129,70,111
"g35238",127,87,79,183,68,127
"g35314",2,8,5,16,22,13
"g35324",242,162,113,79,48,49
"g35330",0,0,0,14,14,12
"g35333",0,0,0,96,91,74
"g35334",469,341,300,482,345,414
"g35339",340,263,264,142,71,105
"g35342",329,278,311,402,303,345
"g35345",925,360,350,923,599,725
"g35352",61,50,70,138,101,176
"g35353",64,41,54,154,72,83
"g35347",3187,3016,2744,6638,7534,8091
"g35379",30,28,38,130,121,157
"g35381",48,28,35,118,49,51
"g35387",353,195,204,95,59,119
"g35397",1,11,4,59,73,76
"g35403",39,41,58,202,161,175
"g35415",23,39,36,82,87,59
"g35423",33,12,32,82,55,105
"g35457",196,102,101,166,133,180
"g35474",72,59,47,89,61,74
"g35503",47,44,44,63,50,117
"g35517",46,43,26,69,43,55
"g35513",1359,1018,878,1614,1029,1306
"g35532",91,202,93,388,310,312
"g35540",0,0,0,13,9,11
"g35602",136,80,132,262,193,322
"g35605",0,0,0,121,116,110
"g35604",1443,1334,1067,2309,3014,3039
"g35606",211,180,183,294,239,301
"g35607",269,292,238,387,269,414
"g35612",205,230,199,328,214,232
"g35616",36,64,27,132,143,120
"g35617",20,24,14,128,98,78
"g35618",39,63,13,255,120,152
"g35619",70,42,35,257,188,215
"g35628",450,338,282,665,439,526
"g35631",0,0,0,9,6,14
"g35634",39,37,6,115,80,88
"g35615",56,69,51,163,118,139
"g35630",27,33,36,108,66,100
"g35632",74,32,30,151,118,128
"g35633",48,56,46,114,44,65
"g35640",177,159,113,179,130,149
"g35641",69,74,59,95,83,114
"g35652",4,0,0,20,11,29
"g35715",4,0,3,33,10,32
"g35677",0,0,0,34,18,40
"g35685",12,0,25,124,32,123
"g35717",0,0,0,15,12,14
"g35718",187,70,99,201,229,230
"g35727",89,37,41,71,74,68
"g35798",2,0,0,14,22,8
"g35814",0,0,0,28,23,12
"g35807",190,105,103,493,239,307
"g35812",1055,605,591,1060,904,906
"g35842",0,0,0,47,34,65
"g35835",83,69,45,153,91,110
"g35836",413,254,237,546,510,504
"g35854",176,284,188,348,285,350
"g35869",1692,952,895,626,266,343
"g35871",0,0,0,11,5,3
"g35870",851,467,451,1641,699,1229
"g35919",789,598,534,886,446,766
"g35920",150,101,89,320,246,260
"g35921",91,70,50,269,168,218
"g35924",395,312,344,143,99,117
"g35928",128,95,54,224,192,241
"g35891",27230,14298,12875,10709,4893,6176
"g35881",22591,18872,14716,8382,6041,6180
"g35938",0,2,0,48,11,23
"g35951",143,137,114,139,133,141
"g35987",8,0,0,41,39,34
"g36037",280,197,170,99,61,67
"g36052",1025,628,760,359,226,228
"g36056",343,225,222,335,210,233
"g36058",209,214,202,268,147,217
"g36062",0,0,0,3,13,7
"g36060",145,111,136,273,147,169
"g36069",653,434,442,2018,2316,2128
"g36070",0,0,0,31,26,30
"g36071",221,98,128,545,468,569
"g36067",1575,1013,951,1637,1425,1464
"g36108",0,0,6,91,57,63
"g36109",19,9,0,56,39,46
"g36111",26,26,36,100,94,107
"g36113",1968,1567,1575,1810,1581,1570
"g36124",20,47,21,171,99,106
"g36128",73,35,19,112,73,86
"g36119",36,55,21,82,56,86
"g36117",65,114,64,198,134,128
"g36118",34,40,14,105,73,67
"g36129",2722,2219,1999,931,804,943
"g36130",0,0,0,90,44,49
"g36134",322,248,209,549,347,457
"g36131",454,353,298,130,83,154
"g36136",168,70,112,357,353,385
"g36139",109,88,144,402,171,266
"g36176",0,0,0,9,8,3
"g36177",0,0,0,11,9,15
"g36192",200,204,146,273,153,242
"g36193",364,467,377,631,750,631
"g36191",39,64,46,125,74,109
"g36222",0,0,0,9,6,3
"g36226",290,316,227,114,97,90
"g36229",0,0,0,19,18,21
"g36231",98,50,77,111,58,99
"g36241",0,0,0,29,41,19
"g36250",271,331,222,105,83,99
"g36254",25,16,15,60,55,67
"g36260",0,0,0,18,10,10
"g36261",141,227,113,290,266,253
"g36256",0,0,0,7,2,7
"g36258",349,370,228,679,391,408
"g36259",175,246,170,493,210,297
"g36269",34,30,69,64,67,99
"g36277",1011,640,642,456,266,370
"g36281",15,17,0,1056,780,752
"g36280",1798,2129,1413,4141,3926,3404
"g36284",166,131,155,67,56,47
"g36291",76,91,47,185,125,132
"g36330",197,96,124,67,32,52
"g36340",187,291,241,274,289,368
"g36342",161,138,141,72,53,41
"g36344",60,50,34,83,78,55
"g36358",740,481,586,520,557,735
"g36385",555,263,308,518,416,563
"g36380",25,21,21,77,66,78
"g36382",170,160,191,233,143,237
"g36433",7,27,12,124,57,73
"g36434",19,42,40,336,197,209
"g36435",27,18,21,102,31,64
"g36443",90,103,71,172,123,119
"g36444",167,148,161,256,257,246
"g36454",208,151,98,321,220,252
"g36473",51,43,35,61,97,63
"g36496",43,34,33,56,43,44
"g36497",209,160,212,342,178,295
"g36498",38,26,39,127,19,92
"g36504",35,34,14,142,90,93
"g36521",168,169,184,341,243,293
"g36562",0,0,0,15,35,10
"g36599",77,74,55,133,67,74
"g36612",85,89,119,143,103,164
"g36614",132,99,42,240,119,163
"g36618",0,0,0,22,20,16
"g36624",480,359,336,242,162,190
"g36631",209,70,96,834,506,614
"g36632",29,38,0,234,123,195
"g36637",220,152,194,88,64,80
"g36652",45,17,29,242,132,180
"g36732",46,26,38,85,43,43
"g36763",91,60,73,143,83,78
"g36766",249,222,275,134,71,80
"g36768",720,441,525,278,210,245
"g36775",89,44,61,92,75,89
"g36770",239,134,151,363,287,314
"g36784",7,0,0,862,532,976
"g36790",0,0,0,3,10,11
"g36789",50,37,54,114,68,161
"g36792",41,38,69,401,377,633
"g36794",105,82,97,129,195,180
"g36795",33,61,49,237,271,230
"g36805",149,143,109,201,128,133
"g36807",1740,1055,1248,1894,3089,2695
"g36814",67,71,69,129,139,119
"g36819",18,4,18,84,71,96
"g36818",46,70,60,83,79,91
"g36830",126,91,129,145,107,205
"g36832",48,49,63,174,87,144
"g36833",170,202,201,316,273,288
"g36843",0,0,0,15,7,8
"g36845",0,0,0,12,18,19
"g36842",11,5,11,29,18,43
"g36839",50,38,28,77,69,96
"g36854",0,0,0,8,13,15
"g36863",29,29,25,84,56,60
"g36889",9,10,4,186,34,154
"g36890",10,2,4,211,45,92
"g36887",73,53,11,171,161,112
"g36894",0,0,0,45,49,48
"g36895",45,27,33,68,35,45
"g37011",32,31,33,63,43,73
"g36998",175,161,136,315,379,384
"g37000",383,393,307,95,120,144
"g37002",0,0,4,26,8,20
"g37003",0,0,0,26,40,40
"g37014",90,127,74,168,116,150
"g37023",0,13,4,79,37,96
"g37022",1727,1126,1641,1741,1277,1863
"g37024",1178,720,801,1183,797,935
"g37026",74,45,52,74,63,77
"g37033",296,257,217,126,78,70
"g37043",318,252,299,143,82,93
"g37071",906,818,703,350,196,291
"g37068",105,77,67,37,23,30
"g37085",83,97,95,266,249,234
"g37124",22,25,25,56,45,52
"g37088",0,0,0,19,7,9
"g37126",3743,3320,2876,1484,907,1251
"g37142",0,0,0,10,5,18
"g37155",1510,1247,981,586,419,402
"g37164",692,416,431,546,433,506
"g37159",22,52,14,56,84,62
"g37161",0,0,3,18,8,16
"g37174",638,338,367,420,434,463
"g37175",572,449,520,269,178,206
"g37196",602,199,337,166,94,134
"g37233",143,89,73,148,85,108
"g37234",288,187,169,375,330,425
"g37235",326,354,288,342,379,452
"g37257",426,334,363,808,444,678
"g37258",1477,970,1058,638,307,332
"g37285",0,0,0,53,36,31
"g37293",1230,1057,864,2985,3465,3717
"g37294",572,469,461,1138,1421,1171
"g37306",255,382,426,366,455,574
"g37302",293,202,234,392,202,290
"g37307",181,183,208,513,351,590
"g37356",43,28,32,60,39,45
"g37375",6,0,0,111,164,95
"g37386",230,148,125,81,54,56
"g37421",3,8,3,26,32,22
"g37395",128,53,80,115,131,109
